Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48
Beta_1.8,u_072,9,59,77,115,112,57,17,8,4,2,3,1,1,0,0,0,3,0,2,1,0,1,0,2,0,0,0,1,0,0,1,2,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,4,3,2,0,1,1,2,1,1,2,5,1,1,2,2,2,1,1,2,3,2,2,2,0,4,11,1,3,6,3,8,6,9,7,10,13,26,59,124,245,249,118,62,39,6
Beta_1.8,u_073,7,52,75,88,155,69,10,5,0,1,1,0,1,0,2,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,2,1,0,2,3,3,0,0,0,1,3,2,1,1,1,0,3,1,1,3,2,2,7,3,3,2,3,5,4,3,1,7,2,5,7,6,11,14,19,42,125,253,238,141,67,50,1
Beta_1.8,u_074,4,57,72,97,121,75,27,2,1,3,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,1,0,0,1,0,2,1,3,0,2,2,1,0,0,0,0,1,2,1,0,2,2,3,2,1,0,0,1,1,1,3,3,0,1,0,2,0,1,3,2,1,2,5,2,1,5,1,6,9,11,17,18,29,59,116,264,264,144,77,44,10
Beta_1.8,u_075,9,51,68,91,136,78,17,13,3,2,2,2,0,0,3,0,1,1,0,0,0,1,2,0,0,1,2,1,1,1,1,1,1,0,0,2,1,1,0,0,0,0,2,2,2,2,1,0,0,1,0,4,4,1,1,0,2,2,0,0,0,1,1,0,2,1,0,0,1,2,3,4,2,2,2,1,3,3,3,6,5,7,2,6,8,10,20,36,51,130,220,235,160,103,62,2
Beta_1.8,u_076,5,65,76,70,108,80,16,9,2,0,0,4,1,1,1,2,0,0,1,0,2,1,1,0,0,0,0,0,0,1,1,1,2,1,1,0,2,2,1,0,0,2,0,1,1,1,0,0,0,1,3,1,2,3,2,3,1,0,2,1,1,1,2,3,2,1,1,2,2,2,1,5,2,3,3,1,5,1,0,3,3,2,6,6,12,10,23,29,41,115,269,274,195,70,42,3
Beta_1.8,u_077,7,75,86,67,97,63,24,4,2,0,2,0,0,0,1,1,1,2,2,0,1,2,1,2,1,0,0,2,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,2,4,3,6,1,0,1,0,1,0,1,2,1,1,2,0,3,2,1,0,3,4,2,2,2,9,3,2,1,5,8,9,4,7,16,24,38,116,294,292,176,47,32,9
Beta_1.8,u_078,8,84,78,62,103,64,11,2,3,4,2,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,1,0,0,0,2,2,1,0,2,3,1,2,0,0,1,3,1,3,2,2,2,5,3,2,3,1,2,1,3,2,2,4,3,3,2,4,4,6,5,8,9,13,18,59,153,266,306,134,54,29,1
Beta_1.8,u_079,9,67,86,74,120,70,17,9,3,1,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,4,1,2,1,3,3,4,5,3,1,1,6,4,2,3,3,4,3,2,4,1,3,2,2,5,3,3,6,5,4,6,6,8,6,5,13,32,65,135,252,290,135,45,34,5
Beta_1.8,u_080,9,85,86,56,117,86,22,11,3,0,6,0,1,0,0,1,4,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,0,0,2,0,0,0,1,3,5,4,2,6,1,0,2,0,1,1,2,1,1,2,2,0,2,7,5,5,3,4,8,4,2,3,2,4,9,5,3,4,5,6,17,10,26,41,104,257,266,133,65,26,5
Beta_1.8,u_081,4,55,80,86,135,99,14,9,2,0,2,1,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,3,2,2,0,0,0,0,1,2,2,4,2,2,5,5,4,3,2,3,1,1,0,2,3,1,1,0,2,1,3,1,3,5,5,3,2,6,4,3,11,10,12,8,11,17,41,111,255,222,137,81,52,10
Beta_1.8,u_082,13,48,60,81,129,88,37,7,2,2,0,2,0,2,1,3,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,1,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,2,1,3,0,1,4,5,2,3,2,4,2,8,5,2,6,2,2,4,5,6,2,0,5,6,13,4,8,9,14,30,99,229,262,160,115,39,2
Beta_1.8,u_083,4,60,56,100,128,79,32,7,4,2,4,0,0,2,0,1,2,3,1,0,0,0,0,2,1,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,3,1,4,0,0,0,0,1,3,3,2,0,2,2,1,1,3,0,1,0,1,2,0,1,0,0,1,1,0,1,0,6,5,2,3,5,6,7,11,9,11,5,12,15,18,52,102,241,252,150,91,47,2
Beta_1.8,u_084,12,50,65,100,118,73,13,4,3,1,3,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,4,0,1,0,2,3,0,3,1,0,1,0,0,0,0,1,1,1,0,0,3,0,2,0,0,0,1,1,3,3,0,1,1,0,1,1,1,4,2,1,3,0,3,3,1,0,2,1,3,5,2,3,9,16,7,12,13,32,50,121,280,237,136,94,45,13
Beta_1.8,u_085,12,56,89,95,136,53,15,0,3,0,0,2,0,2,4,1,0,1,2,0,2,1,2,0,2,1,0,1,0,0,0,0,0,0,0,2,0,2,2,1,2,0,2,1,1,0,0,0,0,1,1,2,5,5,0,4,1,0,2,1,0,2,0,1,1,1,2,1,1,4,2,0,7,2,5,1,2,2,3,5,5,8,11,10,10,7,16,26,40,124,287,228,162,101,41,3
Beta_1.8,u_086,4,70,84,81,113,54,17,4,3,2,2,0,2,0,0,1,0,1,0,0,2,0,2,2,2,0,0,2,0,0,2,1,1,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,2,0,1,2,4,0,1,0,3,3,1,2,0,2,3,0,1,5,3,6,4,1,1,4,4,2,4,2,3,3,3,0,4,10,10,5,8,17,27,58,150,251,296,173,40,27,7
Beta_1.8,u_087,14,71,73,71,98,69,15,5,5,5,6,3,1,0,1,3,1,0,0,0,0,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,2,1,3,1,2,5,3,0,1,1,3,1,1,3,2,2,0,3,3,3,2,1,0,1,7,5,5,6,13,9,9,6,13,13,24,63,139,269,254,136,66,28,2
Beta_1.8,u_088,7,77,77,58,111,72,21,8,6,6,0,2,2,2,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,1,1,1,0,1,0,0,2,1,6,2,2,1,1,4,2,0,1,1,3,0,1,2,0,4,3,4,3,3,2,6,3,6,6,0,1,5,2,4,3,4,4,6,11,14,17,60,108,244,282,149,78,46,8
Beta_1.8,u_089,4,73,84,61,117,81,14,9,0,3,1,2,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,2,0,0,3,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,2,4,4,3,4,1,1,1,1,1,2,1,1,4,1,2,2,5,3,5,5,4,4,0,1,4,6,7,1,0,5,2,4,4,10,11,10,13,20,37,93,237,280,165,103,46,5
Beta_1.8,u_090,4,71,66,76,125,80,33,9,5,2,1,5,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,4,2,5,0,3,4,0,5,2,1,1,0,4,2,1,4,0,4,3,1,3,2,2,4,3,4,4,8,4,4,5,5,13,12,3,12,13,23,53,87,232,294,161,58,24,4
Beta_1.8,u_091,6,63,77,75,122,67,16,13,6,3,0,1,1,0,0,2,1,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,2,0,0,3,0,0,0,0,1,2,0,0,2,1,0,3,0,1,1,2,4,4,4,4,1,1,2,2,1,0,3,4,8,1,3,1,5,2,4,3,5,5,4,6,6,15,5,7,23,20,22,38,124,213,256,138,57,35,12
Beta_1.8,u_092,14,56,66,98,131,67,14,4,6,2,1,1,1,2,1,1,0,0,4,0,0,0,1,2,0,1,0,1,1,0,1,0,0,1,2,1,0,1,1,1,0,0,0,1,1,2,0,1,0,1,1,2,2,2,0,1,0,3,1,2,0,0,3,2,1,0,3,0,0,3,4,4,6,5,5,2,9,7,6,2,0,8,17,19,6,10,9,32,37,131,257,220,121,93,39,11
Beta_1.8,u_093,8,60,79,110,126,66,10,4,4,9,1,1,2,0,1,1,0,1,2,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,2,3,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,3,1,3,3,2,1,0,6,1,1,1,2,0,2,3,4,1,0,0,2,2,4,9,2,4,3,7,6,4,9,5,4,5,8,12,15,40,59,141,232,231,154,66,37,2
Beta_1.8,u_094,7,43,72,114,129,72,22,5,1,2,3,2,0,1,1,2,0,2,0,2,2,0,0,0,1,0,1,2,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,3,3,0,0,0,0,0,2,2,3,2,1,3,1,2,0,0,0,1,1,0,0,4,3,2,4,4,1,1,2,2,7,6,6,5,2,4,4,5,9,6,9,11,17,24,59,133,253,243,167,75,44,2
Beta_1.8,u_095,11,61,66,77,117,83,23,9,2,0,4,0,1,4,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,1,2,1,0,1,0,2,0,0,2,1,1,1,0,0,0,0,3,5,0,2,6,2,0,2,2,2,0,0,1,3,3,1,0,2,2,3,4,2,2,3,3,5,2,4,4,1,6,13,9,4,4,7,5,16,25,49,136,240,253,169,94,34,9
Beta_1.8,u_096,9,70,65,65,103,70,21,8,1,3,1,2,4,0,3,2,2,1,3,0,1,1,0,2,1,0,0,0,2,0,1,2,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,1,4,2,5,1,2,4,2,3,2,1,1,2,1,2,4,7,2,1,1,1,0,3,3,5,3,9,3,7,4,8,9,8,7,10,7,17,19,47,112,247,284,198,78,33,9
Beta_1.8,u_097,4,72,77,62,117,62,22,9,2,8,2,0,0,5,1,1,1,1,1,1,0,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,1,2,5,1,1,2,3,5,2,4,2,2,0,1,4,4,3,5,6,2,3,4,3,7,2,1,3,4,2,9,12,7,3,4,5,10,11,34,124,285,286,182,60,26,0
Beta_1.8,u_098,8,77,68,89,112,58,15,7,2,9,0,2,1,1,2,0,2,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,3,0,3,1,2,2,4,0,1,0,3,2,5,3,7,0,0,2,3,2,7,5,2,6,7,1,4,0,4,8,4,4,8,5,9,17,24,59,135,242,285,154,43,24,1
Beta_1.8,u_099,13,82,79,67,101,66,18,5,2,4,1,0,0,4,1,1,0,0,0,2,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,1,3,4,2,5,2,1,2,1,1,1,0,0,1,2,1,3,4,3,3,5,2,2,3,4,4,1,2,3,8,5,5,9,3,7,9,12,25,32,54,112,279,255,114,64,31,1
Beta_1.8,u_100,3,67,82,88,140,85,22,8,5,1,0,4,2,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,2,3,2,0,0,0,0,0,1,2,4,3,5,2,4,0,3,2,2,2,0,5,4,1,0,2,2,4,2,3,4,2,1,3,6,8,7,7,4,14,6,9,11,19,22,52,131,253,216,116,85,48,5
Beta_1.8,u_101,2,58,77,93,118,81,18,6,1,2,2,1,2,0,1,0,1,0,0,1,3,0,1,1,1,0,1,2,0,0,0,2,3,2,1,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,1,1,4,0,1,1,1,2,0,2,0,4,1,1,1,3,3,3,2,6,2,6,7,6,1,4,6,7,5,11,4,8,4,4,4,20,22,28,50,101,211,252,167,75,44,0
Beta_1.8,u_102,8,60,55,94,123,77,20,11,0,3,1,1,3,0,0,1,1,5,2,0,0,0,2,0,1,1,0,1,0,0,0,0,2,0,1,0,0,2,2,1,2,1,1,0,1,3,1,0,0,0,2,2,2,1,2,0,1,0,2,3,1,3,1,5,0,0,1,0,1,1,1,3,1,2,2,4,5,4,6,6,6,5,7,11,14,15,15,31,46,105,223,260,112,102,45,5
Beta_1.8,u_103,7,60,69,77,125,72,21,8,3,2,1,2,1,1,0,0,2,2,0,0,1,0,1,2,2,0,0,2,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,2,1,2,0,0,0,0,2,3,1,2,1,2,2,1,1,0,1,2,2,1,0,2,2,3,1,0,0,1,5,0,0,4,4,6,1,3,6,5,5,5,5,8,10,35,51,104,245,258,155,101,64,5
Beta_1.8,u_104,12,52,71,65,135,68,18,3,7,2,2,0,1,2,1,1,0,2,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,1,1,0,2,1,1,0,2,1,1,1,1,0,0,0,0,0,0,1,4,1,2,1,1,4,1,1,2,6,3,1,0,0,2,4,2,2,4,2,1,2,4,2,4,6,7,3,4,6,9,5,4,4,5,19,47,131,258,257,194,77,44,0
Beta_1.8,u_105,8,80,97,72,101,49,13,6,7,1,2,0,0,0,0,1,0,0,2,2,0,2,1,1,0,0,0,2,0,1,1,1,0,0,1,0,0,2,1,0,0,1,1,1,0,1,0,0,0,0,1,6,3,1,1,1,1,2,1,3,0,1,2,0,1,4,0,2,2,5,3,3,4,4,3,3,5,10,2,4,2,5,5,5,7,4,14,34,49,150,279,284,156,56,19,3
Beta_1.8,u_106,21,71,77,68,107,53,8,2,4,3,1,1,2,2,0,1,1,0,0,1,1,0,1,2,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,2,2,3,6,2,1,0,6,2,2,2,5,2,0,3,6,0,2,1,1,3,2,3,4,3,1,3,2,5,7,10,6,11,18,31,62,135,251,279,134,52,21,4
Beta_1.8,u_107,8,76,96,59,109,74,16,3,4,3,1,1,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,1,1,2,0,0,0,0,2,2,4,0,4,1,3,7,2,2,2,4,1,2,3,3,2,5,4,4,5,4,2,1,2,4,3,3,7,5,3,2,5,4,8,5,7,16,52,129,239,279,122,65,39,7
Beta_1.8,u_108,5,87,61,80,102,89,27,7,4,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,2,0,0,0,1,0,2,0,1,1,0,1,0,0,1,4,1,2,3,2,2,1,2,2,0,1,1,0,2,3,1,4,2,2,4,5,3,7,6,4,1,6,2,2,3,4,5,4,10,10,6,12,16,40,103,258,246,173,88,29,2
Beta_1.8,u_109,4,63,72,78,121,82,23,8,3,2,3,2,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,1,5,3,2,1,2,2,1,1,4,0,1,2,1,0,3,2,5,2,0,2,0,4,6,2,2,1,4,4,7,5,4,9,6,8,5,10,22,25,32,109,213,252,129,112,47,1
Beta_1.8,u_110,7,45,65,96,133,69,32,11,1,1,0,1,0,2,0,1,0,0,0,1,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,2,2,1,1,0,0,0,0,0,1,2,2,0,2,2,2,4,2,3,1,1,1,1,4,3,4,3,2,1,2,7,2,1,1,4,4,2,5,6,9,4,2,10,7,11,22,32,74,243,243,156,85,69,2
Beta_1.8,u_111,15,57,72,93,109,62,27,7,2,0,2,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,1,0,1,3,0,0,0,1,0,1,2,1,1,1,1,2,0,1,2,0,0,1,3,4,1,1,0,2,0,1,1,2,1,3,1,2,0,0,0,1,2,2,2,2,5,3,5,2,1,1,1,4,5,7,5,5,4,5,14,16,40,89,257,265,144,77,45,1
Beta_1.8,u_112,8,73,64,83,107,65,13,4,2,3,0,4,1,0,0,1,2,0,0,1,0,1,0,1,1,0,0,2,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,4,1,0,0,5,2,1,1,0,2,1,1,1,3,0,1,1,1,1,1,3,1,2,3,4,4,2,1,5,4,5,7,17,43,62,148,248,228,144,80,35,5
Beta_1.8,u_113,11,65,82,84,114,53,13,4,4,1,5,0,2,1,1,1,2,1,2,0,0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,0,0,1,1,2,1,0,2,0,2,1,0,1,2,0,1,0,1,2,1,1,1,3,1,2,4,4,4,3,3,1,3,9,6,5,7,8,12,20,31,59,135,234,212,172,73,38,2
Beta_1.8,u_114,12,70,72,91,109,63,10,2,2,3,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,2,0,0,1,1,2,0,0,0,1,1,2,1,0,1,2,1,0,0,0,0,0,4,2,2,1,1,2,1,2,0,1,0,1,0,1,2,0,4,1,2,2,2,2,4,4,3,1,3,3,1,5,0,4,4,6,4,8,11,32,80,114,240,276,190,69,33,5
Beta_1.8,u_115,12,71,81,80,93,73,12,5,6,0,1,0,2,2,0,0,1,0,2,1,0,0,0,1,2,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,1,2,3,1,2,1,0,1,1,6,2,2,3,4,1,2,2,0,0,2,1,3,2,3,3,3,4,4,3,2,4,2,3,5,11,5,6,20,52,122,247,271,179,54,35,14
Beta_1.8,u_116,8,69,88,54,119,73,26,8,5,8,2,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,1,0,1,0,0,0,1,1,3,4,2,3,2,0,2,1,0,2,0,1,1,1,1,0,8,3,7,0,2,4,2,5,7,2,3,2,3,6,6,3,4,3,11,19,45,116,221,272,185,72,48,4
Beta_1.8,u_117,6,67,76,92,93,62,23,13,8,5,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,5,4,0,1,0,1,1,0,3,1,0,0,4,3,5,3,4,3,2,2,3,2,4,0,2,4,2,3,6,3,6,6,10,5,8,15,24,30,96,222,279,181,73,45,9
Beta_1.8,u_118,10,69,69,99,98,58,17,15,5,2,1,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,4,4,3,4,1,2,2,2,1,0,0,4,5,4,1,1,1,1,1,0,5,5,1,5,4,4,3,1,5,7,5,5,4,13,9,3,17,16,32,104,231,300,141,45,43,15
Beta_1.8,u_119,12,59,72,100,100,69,22,8,1,3,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,4,0,1,0,0,0,0,0,2,3,6,6,4,3,1,1,3,0,2,3,1,2,4,1,2,2,1,2,3,2,2,0,6,9,5,5,6,3,5,5,7,14,11,12,25,56,130,228,237,132,82,35,3
Beta_1.8,u_120,13,62,73,98,117,63,20,2,3,2,3,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,2,0,0,1,1,0,2,1,0,2,1,0,0,2,0,0,0,0,0,4,0,1,0,1,2,1,2,0,0,2,1,3,5,2,4,7,4,2,2,2,2,2,5,4,4,6,2,8,4,3,4,4,12,17,18,24,54,128,255,214,135,79,36,1
Beta_1.8,u_121,13,54,64,108,120,55,20,5,3,0,1,1,1,1,0,0,2,2,0,1,0,1,0,0,0,3,0,1,0,2,0,0,1,0,2,1,0,0,0,0,2,0,0,0,1,3,1,0,0,1,0,3,1,1,1,0,1,1,2,1,2,1,1,2,5,1,1,0,1,1,0,2,1,3,1,1,1,3,2,5,4,7,5,7,18,10,16,34,70,122,241,232,156,76,42,0
Beta_1.8,u_122,8,68,69,93,124,68,20,7,1,1,0,3,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0,2,1,0,1,0,0,1,2,1,0,1,0,1,2,3,2,0,4,1,2,5,1,0,1,0,1,1,0,1,1,0,2,2,0,0,2,7,3,1,1,2,3,5,4,3,9,6,8,9,11,51,61,110,231,256,151,93,37,16
Beta_1.8,u_123,9,53,59,78,127,81,16,10,5,2,0,0,1,1,1,0,3,0,2,2,1,0,2,1,1,0,1,2,0,0,0,2,1,0,1,0,1,0,1,1,2,0,3,1,1,1,0,0,0,1,1,2,0,4,0,3,2,0,3,1,2,1,1,1,1,0,0,0,1,3,5,4,2,3,5,3,1,6,2,1,1,3,7,4,9,7,15,25,63,108,216,271,203,101,56,4
Beta_1.8,u_124,7,62,78,72,103,73,27,5,8,3,3,2,2,0,1,1,2,1,0,0,0,2,0,1,1,0,0,0,2,0,3,0,2,0,0,1,2,2,0,1,1,0,1,1,0,1,0,0,0,1,1,5,1,0,1,4,3,3,1,2,0,0,1,3,3,0,0,1,5,1,2,1,4,1,2,6,2,6,6,4,2,4,5,10,16,8,7,16,44,121,247,307,179,73,43,4
Beta_1.8,u_125,8,68,96,58,99,53,16,6,2,4,2,3,3,1,1,2,1,2,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,4,2,1,1,1,4,0,0,0,2,0,1,1,3,5,3,4,3,5,3,5,0,1,5,4,4,3,5,9,6,5,9,9,27,64,123,257,293,157,67,32,1
Beta_1.8,u_126,13,77,81,72,103,56,12,8,7,3,1,1,1,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,2,0,2,0,1,0,0,0,0,3,6,2,1,4,1,1,0,0,2,1,2,2,2,1,0,1,5,5,2,3,1,4,3,2,1,4,5,4,2,2,2,8,9,9,19,19,32,59,115,254,278,146,60,31,2
Beta_1.8,u_127,10,85,66,74,124,67,31,8,3,1,2,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,3,2,3,1,5,1,3,4,3,1,3,2,4,7,3,3,3,3,4,3,3,4,2,4,2,6,5,2,8,4,6,7,18,16,25,47,115,270,251,109,68,21,3
Beta_1.8,u_128,5,55,97,78,115,84,31,7,2,0,2,1,0,1,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,7,4,5,1,0,3,2,4,0,1,3,0,1,3,3,3,3,1,5,2,4,3,4,10,4,6,1,6,6,5,14,5,10,12,19,15,16,64,110,229,215,120,89,45,2
Beta_1.8,u_129,6,55,74,87,137,79,22,8,11,1,2,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,2,1,0,1,0,1,1,1,0,0,0,1,0,2,1,0,1,1,4,1,0,1,3,5,2,5,1,5,5,1,0,3,0,0,6,3,2,1,4,8,6,7,13,9,10,7,14,17,17,26,55,94,186,243,156,105,42,7
Beta_1.8,u_130,5,56,75,94,109,72,22,7,5,2,3,1,0,0,1,0,2,1,1,0,0,0,0,1,2,1,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,2,1,2,1,0,0,0,3,1,4,0,4,0,0,2,4,1,1,3,1,0,1,1,2,1,2,4,2,3,1,3,4,6,8,1,5,7,8,7,9,8,6,10,22,21,41,94,222,237,140,105,57,9
Beta_1.8,u_131,7,51,78,80,106,72,11,10,3,3,2,0,3,0,1,0,0,3,0,0,1,0,0,1,0,1,0,0,1,2,2,1,2,2,0,1,2,0,1,1,0,1,0,0,1,3,0,0,0,0,0,0,4,3,3,2,2,1,0,1,0,2,4,0,0,1,4,0,0,1,0,5,2,1,3,1,4,3,4,3,3,5,2,6,2,8,12,28,58,129,248,277,139,100,55,2
Beta_1.8,u_132,4,69,69,84,105,61,15,10,3,0,0,0,0,2,2,0,1,1,1,0,1,3,1,0,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,2,0,2,1,2,0,1,2,2,1,0,0,2,3,4,0,1,0,3,1,2,1,2,2,5,4,3,2,3,5,4,3,2,12,14,20,31,68,149,247,256,165,93,52,7
Beta_1.8,u_133,9,70,79,70,118,41,11,7,2,5,3,4,1,0,0,0,0,1,2,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,2,2,0,0,0,2,1,0,2,0,1,0,0,2,1,4,0,3,0,0,1,0,0,2,1,0,3,2,0,5,3,1,2,0,2,2,4,3,2,4,3,5,9,7,8,6,16,13,11,13,24,69,152,245,278,164,71,24,2
Beta_1.8,u_134,17,78,87,72,112,59,18,7,4,1,2,0,0,1,0,1,0,3,1,0,0,0,2,1,1,1,0,0,0,0,1,2,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,2,3,2,3,0,0,0,1,1,3,2,2,1,6,4,1,6,3,3,5,3,4,0,8,2,3,4,6,9,9,10,17,15,20,50,132,250,283,160,48,24,2
Beta_1.8,u_135,12,72,83,62,96,86,26,7,6,1,3,0,0,0,0,0,4,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,2,4,5,3,0,2,2,2,0,2,6,1,2,0,0,1,3,4,5,5,4,2,3,7,1,5,3,5,3,3,7,9,5,8,11,9,22,53,152,219,236,155,64,26,3
Beta_1.8,u_136,7,73,74,65,108,82,31,8,6,1,3,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,2,3,5,1,4,0,1,1,0,3,2,0,1,3,5,5,2,2,2,5,4,4,1,4,1,3,4,6,0,3,8,2,5,7,13,6,17,57,104,228,241,163,69,40,4
Beta_1.8,u_137,6,55,78,90,128,70,19,9,1,3,1,1,2,0,0,0,0,1,0,0,0,2,1,1,2,2,1,0,1,1,0,0,0,0,0,2,1,1,2,0,0,1,0,0,1,0,0,0,0,1,3,1,1,1,5,2,2,0,3,1,1,1,3,3,0,7,3,6,5,0,0,0,2,3,6,4,1,6,3,7,4,3,12,6,7,17,14,16,37,93,215,269,135,75,44,2
