Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48
Beta_1.0,u_067,49,142,116,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,1,4,1,1,1,0,0,0,0,1,2,0,1,1,1,5,42,347,223,26
Beta_1.0,u_068,41,129,88,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,4,2,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,2,3,1,0,1,1,0,0,2,0,0,2,3,0,1,1,1,32,332,236,46
Beta_1.0,u_069,42,141,89,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,2,1,1,1,1,0,1,0,1,1,2,0,0,2,2,1,2,1,1,3,34,325,269,36
Beta_1.0,u_070,44,134,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,2,2,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,4,2,1,1,0,1,1,3,2,2,0,1,1,0,3,4,45,285,294,39
Beta_1.0,u_071,41,183,87,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,4,0,1,0,2,0,1,1,0,0,0,0,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,3,6,2,0,0,2,6,48,256,346,21
Beta_1.0,u_072,25,192,100,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,2,2,2,0,1,0,1,0,7,0,1,0,0,3,0,0,1,3,0,0,0,1,2,1,0,0,0,0,0,1,1,1,0,1,0,0,7,38,253,356,34
Beta_1.0,u_073,24,171,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,5,2,1,1,1,2,0,1,1,0,0,4,3,1,1,1,4,1,0,1,0,1,0,1,5,2,0,0,2,5,24,298,299,46
Beta_1.0,u_074,34,142,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1,3,1,2,1,5,2,1,1,2,1,0,4,4,1,1,5,3,0,1,4,35,293,273,58
Beta_1.0,u_075,44,119,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,1,2,0,0,1,2,0,4,1,4,3,1,0,3,2,1,2,0,12,34,269,273,36
Beta_1.0,u_076,30,141,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,3,0,0,1,0,1,1,0,0,1,0,4,4,12,30,263,260,56
Beta_1.0,u_077,36,129,122,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,5,0,1,0,0,0,0,0,3,0,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,2,3,24,268,307,57
Beta_1.0,u_078,38,139,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,0,2,0,1,5,28,293,331,61
Beta_1.0,u_079,30,171,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,1,5,1,0,2,2,1,0,3,4,22,334,321,15
Beta_1.0,u_080,29,162,105,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,3,0,0,1,2,1,2,1,0,5,31,350,279,7
Beta_1.0,u_081,26,148,101,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,7,3,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,1,1,1,0,0,2,0,0,3,0,3,0,0,0,2,1,0,1,1,1,1,2,32,350,222,52
Beta_1.0,u_082,35,132,93,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,2,2,1,1,0,2,0,1,3,2,0,1,0,0,1,0,0,2,2,3,0,5,33,335,254,29
Beta_1.0,u_083,37,135,87,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,3,1,0,0,1,1,0,1,2,3,2,1,0,1,0,4,1,2,0,4,32,309,296,19
Beta_1.0,u_084,40,148,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,6,0,2,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,5,3,2,0,2,0,2,1,2,6,49,284,305,57
Beta_1.0,u_085,33,194,93,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,0,0,0,4,1,0,3,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,9,56,249,335,32
Beta_1.0,u_086,21,191,113,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,4,1,0,2,2,0,1,0,0,2,4,2,1,0,2,1,0,0,1,1,0,0,0,2,2,0,0,0,1,0,2,0,1,0,0,1,3,42,278,321,59
Beta_1.0,u_087,23,177,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,3,3,1,0,2,0,2,0,0,1,0,1,4,4,1,1,0,4,0,1,1,1,3,0,2,3,1,1,7,42,290,285,66
Beta_1.0,u_088,35,140,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,3,5,1,1,3,2,1,1,1,1,1,5,5,0,4,2,0,4,37,300,283,37
Beta_1.0,u_089,32,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,1,1,0,0,2,0,0,2,1,0,3,3,2,3,1,2,2,1,2,3,43,272,284,33
Beta_1.0,u_090,41,135,131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,3,0,1,0,0,1,0,0,1,0,3,9,29,274,283,56
Beta_1.0,u_091,36,129,108,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,1,5,26,278,313,53
Beta_1.0,u_092,39,155,89,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,0,0,2,1,0,0,2,0,1,1,4,24,307,353,20
Beta_1.0,u_093,23,179,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,1,2,2,3,0,0,1,3,0,4,23,334,295,15
Beta_1.0,u_094,25,174,99,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0,0,0,1,2,0,1,1,2,1,1,0,0,3,7,31,357,268,25
Beta_1.0,u_095,26,153,104,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,8,0,2,0,0,0,2,0,0,2,0,4,0,2,1,1,0,1,0,0,5,38,345,241,50
Beta_1.0,u_096,33,161,88,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3,1,0,1,0,2,1,1,3,1,0,0,1,1,2,1,3,4,31,329,268,39
Beta_1.0,u_097,38,149,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,2,0,1,1,4,2,1,10,29,320,277,32
Beta_1.0,u_098,37,173,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,4,0,2,2,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,2,0,0,2,1,3,0,3,47,271,335,36
Beta_1.0,u_099,27,201,111,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2,2,0,0,0,4,1,0,0,2,2,1,1,0,0,1,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,44,267,346,47
Beta_1.0,u_100,18,182,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,3,0,3,0,2,0,1,0,0,2,4,0,0,0,3,0,3,0,2,0,0,0,0,2,3,0,1,0,1,1,1,1,0,0,8,36,280,344,43
Beta_1.0,u_101,42,160,130,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,2,0,2,0,2,0,0,2,6,1,0,1,3,0,6,1,1,0,2,3,1,2,2,35,313,310,28
Beta_1.0,u_102,37,140,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,0,1,3,1,2,1,3,1,1,0,2,2,6,1,1,4,7,38,290,295,28
Beta_1.0,u_103,30,133,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,2,1,0,0,1,0,1,1,1,0,1,0,4,0,0,5,1,1,3,1,9,34,285,308,40
Beta_1.0,u_104,32,132,136,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0,0,0,1,0,1,1,9,27,283,311,24
Beta_1.0,u_105,38,141,118,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,3,6,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,4,1,2,0,36,287,322,52
Beta_1.0,u_106,33,164,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,2,0,3,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,1,0,1,0,0,0,1,1,1,0,1,2,0,1,0,2,4,24,327,337,16
Beta_1.0,u_107,30,179,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,1,2,2,1,0,2,2,1,4,23,359,276,34
Beta_1.0,u_108,21,175,105,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,3,1,0,0,0,1,2,0,1,1,0,2,0,0,1,1,2,7,25,370,239,42
Beta_1.0,u_109,22,165,96,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,1,0,2,0,0,1,0,1,1,1,8,4,1,0,1,0,0,0,4,42,348,248,28
Beta_1.0,u_110,33,157,88,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,1,2,0,0,0,3,0,1,0,2,0,2,2,0,3,12,29,337,263,31
Beta_1.0,u_111,36,165,102,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,2,0,0,3,0,2,1,2,2,2,29,329,276,39
Beta_1.0,u_112,39,163,105,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,3,0,4,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2,1,1,1,0,1,2,44,277,343,35
Beta_1.0,u_113,36,189,112,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,1,1,3,0,0,1,3,1,0,0,2,0,0,2,2,0,1,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,12,40,268,366,20
Beta_1.0,u_114,35,165,131,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,4,0,1,1,1,2,1,0,0,1,4,0,0,0,2,1,0,0,3,1,0,0,0,4,0,2,1,0,3,1,0,0,4,2,35,300,326,30
Beta_1.0,u_115,31,158,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,2,2,0,3,2,0,0,0,3,3,0,0,4,3,0,0,5,0,0,2,2,8,35,316,335,19
Beta_1.0,u_116,27,146,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,2,1,3,1,2,0,1,2,3,1,2,1,4,2,0,0,3,4,0,0,9,37,302,297,24
Beta_1.0,u_117,32,134,131,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,1,0,0,1,1,0,0,1,2,0,0,1,2,1,2,0,1,4,2,1,8,33,290,303,22
Beta_1.0,u_118,35,130,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0,1,1,0,0,1,1,3,6,25,290,312,20
Beta_1.0,u_119,34,149,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,4,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,0,0,1,2,0,3,3,1,3,26,299,317,51
Beta_1.0,u_120,25,199,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,3,2,0,0,0,1,0,0,3,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,2,0,0,1,1,1,1,0,2,5,20,356,307,28
Beta_1.0,u_121,25,189,91,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,2,2,1,0,0,2,0,0,1,1,0,1,3,0,3,0,2,2,3,21,362,279,28
Beta_1.0,u_122,17,175,107,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,4,2,0,2,0,0,0,4,1,0,2,0,2,2,4,34,366,258,19
Beta_1.0,u_123,27,160,97,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,2,1,0,1,1,0,1,1,2,2,1,1,6,2,0,0,0,4,38,356,238,35
Beta_1.0,u_124,32,171,102,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,0,0,3,0,0,0,0,1,2,2,1,2,0,0,2,0,8,30,337,273,35
Beta_1.0,u_125,46,147,104,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1,1,4,1,0,0,2,6,31,320,317,31
Beta_1.0,u_126,45,169,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,0,3,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,1,1,0,8,41,260,383,13
Beta_1.0,u_127,33,192,108,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,4,1,1,3,0,0,0,2,2,0,0,0,3,0,0,1,2,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,2,40,278,365,22
Beta_1.0,u_128,26,178,125,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,3,0,1,1,3,1,0,0,0,3,2,0,0,0,3,0,0,1,2,1,1,0,1,1,1,2,0,1,0,4,3,4,36,312,352,17
Beta_1.0,u_129,26,161,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,2,3,1,2,1,0,3,2,0,0,2,5,2,0,0,3,1,0,1,2,0,2,5,36,331,323,12
Beta_1.0,u_130,28,145,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,0,2,2,0,1,4,2,2,1,2,3,1,1,3,2,0,3,39,314,300,19
Beta_1.0,u_131,40,141,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,1,1,2,0,1,0,1,1,1,1,2,0,1,6,1,6,31,291,292,41
Beta_1.0,u_132,27,154,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,1,0,1,1,1,2,2,4,30,306,291,35
