Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31
Beta_1.2,u_012,49,327,28,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,1,1,0,6,0,0,5,0,1,0,0,0,1,1,0,1,1,2,1,1,2,2,2,2,3,2,7,3,2,12,154,645,72
Beta_1.2,u_013,64,280,27,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,2,1,0,0,0,0,2,4,0,0,0,3,1,0,0,0,4,2,0,2,1,0,0,1,4,1,3,6,3,2,3,3,1,11,191,602,54
Beta_1.2,u_014,63,276,26,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,3,6,2,0,3,0,1,0,0,0,0,1,3,2,0,1,0,1,7,2,2,1,0,1,3,4,1,18,174,562,62
Beta_1.2,u_015,66,263,17,2,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,4,7,0,0,2,1,1,2,1,0,1,3,0,1,1,0,0,1,0,3,0,1,0,1,1,10,1,13,185,572,51
Beta_1.2,u_016,71,303,14,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,1,2,0,2,4,4,6,2,0,1,0,0,2,0,2,0,1,1,0,2,0,1,3,0,3,2,0,1,0,5,15,183,594,67
Beta_1.2,u_017,79,323,12,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,7,6,0,1,2,1,0,3,3,7,2,0,0,1,1,1,0,1,1,2,1,2,1,4,2,9,4,19,217,584,53
Beta_1.2,u_018,63,332,18,1,1,1,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,1,3,4,4,0,4,1,2,1,2,0,1,0,7,3,7,6,1,4,1,2,1,1,3,5,17,214,568,32
Beta_1.2,u_019,64,302,17,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,4,0,0,3,0,0,2,0,3,0,3,10,2,2,4,2,4,2,5,3,1,5,4,6,3,1,17,193,511,64
Beta_1.2,u_020,62,296,24,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0,3,3,4,0,0,0,0,1,3,0,0,1,3,1,3,2,2,2,3,2,3,7,1,1,5,5,3,3,12,190,545,60
Beta_1.2,u_021,63,293,21,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,1,1,1,0,1,1,2,2,4,0,2,2,2,2,1,0,0,0,0,2,2,0,0,1,1,3,2,0,3,3,5,3,6,24,158,562,51
Beta_1.2,u_022,67,314,26,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,1,1,1,0,0,2,3,2,0,1,1,0,1,3,2,1,1,4,2,1,1,2,2,0,0,0,0,4,2,0,0,3,4,8,139,624,72
Beta_1.2,u_023,52,345,30,1,0,1,0,2,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,2,0,3,5,0,1,0,0,0,0,4,0,0,1,0,1,4,1,3,1,3,2,2,2,3,1,0,0,1,15,148,632,71
Beta_1.2,u_024,47,327,37,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,2,1,5,0,4,3,0,1,0,0,0,1,0,1,0,2,1,2,0,2,1,0,6,2,5,3,6,3,10,158,651,47
Beta_1.2,u_025,56,283,22,1,1,1,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,1,3,1,0,0,0,2,4,0,1,1,1,0,0,2,1,4,3,0,5,6,1,3,1,11,178,624,32
Beta_1.2,u_026,67,282,23,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,4,5,1,0,2,1,1,0,0,0,0,3,2,0,0,2,0,5,5,1,3,0,1,0,5,3,6,8,187,576,61
Beta_1.2,u_027,70,267,24,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,3,7,0,0,1,1,1,2,1,0,4,0,1,1,0,0,0,1,1,2,1,0,0,1,8,4,2,10,198,595,45
Beta_1.2,u_028,70,296,21,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,2,0,4,6,9,5,0,0,0,0,0,1,2,0,1,0,2,1,0,0,4,0,1,2,2,1,1,3,2,11,182,611,53
Beta_1.2,u_029,61,327,13,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,2,1,3,1,4,3,1,1,4,8,2,0,0,0,0,1,1,0,1,1,0,2,4,1,2,1,7,4,10,215,577,30
Beta_1.2,u_030,56,335,20,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,2,3,2,2,1,2,0,0,3,2,3,1,0,4,6,3,7,2,2,4,1,2,1,3,1,2,3,19,208,568,30
Beta_1.2,u_031,60,322,17,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,4,0,0,3,0,1,1,3,1,0,3,1,4,2,3,6,1,6,2,1,8,4,9,2,1,2,10,175,539,61
Beta_1.2,u_032,63,291,23,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,2,1,5,0,0,0,1,1,1,1,1,2,1,0,2,5,1,5,2,1,5,2,0,1,6,1,4,3,18,179,542,49
Beta_1.2,u_033,65,308,16,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0,2,1,0,0,1,2,5,2,0,1,2,4,0,2,0,0,0,1,3,0,0,1,0,4,1,1,5,1,4,3,3,6,14,161,526,68
Beta_1.2,u_034,64,326,24,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,2,1,1,3,2,0,1,1,0,5,2,2,0,3,1,1,2,2,0,2,0,0,0,1,3,1,1,0,3,3,13,139,625,64
Beta_1.2,u_035,55,325,29,1,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,1,0,2,5,0,2,0,0,0,2,1,2,1,0,0,3,3,3,3,0,1,2,3,1,2,1,0,0,2,9,139,662,47
Beta_1.2,u_036,47,314,30,0,0,2,1,0,0,0,0,1,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,2,1,5,0,5,0,1,0,0,0,1,0,0,1,0,4,0,1,2,1,0,3,3,6,4,1,2,5,16,155,667,45
Beta_1.2,u_037,53,288,29,0,1,0,3,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,3,0,0,4,0,0,0,1,5,0,0,1,0,1,0,0,2,1,6,0,4,2,3,5,1,1,15,158,641,43
Beta_1.2,u_038,63,279,28,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,7,0,1,0,0,0,0,0,0,3,1,0,1,0,0,5,4,2,2,2,0,2,1,5,5,2,12,163,608,50
Beta_1.2,u_039,71,258,20,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3,7,0,1,1,0,3,1,2,0,2,1,0,0,0,0,0,0,4,1,0,0,0,5,5,2,3,15,176,610,45
Beta_1.2,u_040,68,304,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,2,1,0,7,7,3,3,0,0,0,0,2,1,2,0,2,1,0,0,2,1,0,0,0,2,1,1,4,1,9,172,591,69
Beta_1.2,u_041,67,319,17,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,4,4,3,4,0,0,2,0,0,1,2,1,1,1,2,2,2,0,5,3,5,9,193,595,32
Beta_1.2,u_042,59,329,25,0,1,1,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,2,3,2,1,0,0,0,1,1,1,1,1,1,4,3,5,2,3,4,1,4,1,2,3,2,3,2,20,210,573,44
Beta_1.2,u_043,60,334,23,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,4,0,1,1,1,0,2,4,0,1,2,1,1,3,6,2,2,1,3,2,6,8,2,4,3,0,20,196,531,60
Beta_1.2,u_044,62,305,16,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,2,4,0,0,0,1,1,0,0,2,3,0,1,3,2,7,3,1,5,2,0,0,3,4,2,2,1,22,173,536,59
Beta_1.2,u_045,66,304,17,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,3,1,2,6,1,1,1,2,2,1,1,1,0,1,2,1,1,0,0,1,1,2,1,3,3,6,1,5,3,13,167,536,84
Beta_1.2,u_046,62,312,23,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,1,1,0,1,1,1,1,0,0,3,3,0,2,0,4,3,2,0,1,0,3,1,1,2,1,0,1,0,1,2,1,3,0,1,2,2,15,147,643,45
Beta_1.2,u_047,51,325,18,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,5,0,0,0,0,3,0,0,2,1,0,4,3,3,2,0,1,1,1,2,3,0,2,0,0,4,9,153,646,59
Beta_1.2,u_048,47,347,24,1,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,5,4,1,1,0,0,0,1,1,0,1,0,4,0,1,2,1,0,1,3,6,3,4,1,1,5,12,167,672,36
Beta_1.2,u_049,53,309,32,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,3,0,2,2,0,0,1,4,0,0,1,0,0,0,1,2,2,0,3,3,5,1,3,5,0,6,13,155,661,37
Beta_1.2,u_050,64,267,26,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,6,0,1,0,0,0,0,0,2,2,0,0,0,1,3,3,3,1,3,0,1,0,4,5,3,3,8,167,599,54
Beta_1.2,u_051,78,270,16,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,7,0,2,0,2,1,1,0,2,1,0,1,0,0,0,0,2,2,1,0,0,4,4,4,1,2,12,192,578,52
Beta_1.2,u_052,76,284,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,2,1,0,9,6,1,0,0,0,0,1,2,0,2,2,1,0,0,0,2,1,0,0,0,1,1,3,4,0,12,201,579,65
Beta_1.2,u_053,59,335,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,1,3,1,1,2,2,4,4,2,0,0,0,0,0,0,1,2,2,3,0,3,1,2,1,4,3,2,12,179,599,33
Beta_1.2,u_054,60,338,20,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,2,3,5,0,0,0,1,1,0,2,0,2,2,4,4,2,2,3,1,0,1,3,2,2,4,2,6,15,217,576,37
Beta_1.2,u_055,64,327,20,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,5,0,2,0,1,0,6,1,1,0,0,1,2,4,4,1,3,1,2,5,5,5,4,4,0,0,6,194,546,54
Beta_1.2,u_056,61,313,19,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,2,3,0,0,1,0,2,0,0,3,2,0,1,1,9,4,1,5,1,0,0,1,6,1,1,2,4,14,178,552,68
Beta_1.2,u_057,73,299,20,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,2,0,0,2,7,0,2,2,1,1,1,2,0,1,3,0,3,0,0,0,3,0,2,0,3,9,0,3,3,1,16,176,568,70
Beta_1.2,u_058,59,310,20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,1,1,1,0,3,3,0,2,1,4,3,1,1,2,1,3,1,3,1,1,0,0,3,1,2,1,1,0,3,1,1,9,147,630,41
Beta_1.2,u_059,47,354,19,0,2,0,0,0,1,2,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,5,0,0,0,3,0,0,1,1,2,1,4,3,2,1,3,0,3,1,1,3,2,1,0,3,2,13,144,652,52
Beta_1.2,u_060,43,338,30,2,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,4,5,0,1,0,0,1,1,0,0,1,4,0,0,1,3,1,0,1,5,2,4,7,0,3,2,15,149,689,43
Beta_1.2,u_061,51,293,32,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,3,0,3,0,0,0,3,2,0,1,0,1,1,0,1,4,0,1,1,6,3,0,4,5,1,5,13,160,630,42
Beta_1.2,u_062,70,284,26,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,6,2,0,0,0,0,0,0,3,0,0,0,0,3,3,1,2,3,1,2,1,4,4,0,4,8,5,161,584,53
Beta_1.2,u_063,74,281,22,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,6,1,0,2,2,0,0,3,0,1,1,1,0,0,0,1,2,0,0,1,3,6,1,2,3,2,11,182,613,52
Beta_1.2,u_064,81,279,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,2,0,11,4,0,1,0,0,0,1,1,1,4,2,0,0,0,2,2,0,0,0,0,0,3,3,2,2,12,193,573,51
Beta_1.2,u_065,61,322,15,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,1,1,1,0,0,0,1,3,0,1,3,4,5,1,2,0,0,0,0,0,0,0,3,1,2,5,1,0,2,2,3,4,1,6,196,591,35
Beta_1.2,u_066,58,335,14,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,7,1,0,0,1,0,1,0,1,3,2,3,3,2,4,2,0,2,1,1,0,4,5,2,3,7,16,209,579,30
Beta_1.2,u_067,64,317,21,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,1,3,0,2,1,0,4,1,1,1,0,0,1,1,8,1,1,2,3,3,5,5,1,6,3,1,0,11,202,537,39
Beta_1.2,u_068,64,309,16,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,2,0,1,3,0,0,0,0,1,0,2,1,2,1,1,6,3,0,6,4,1,0,1,2,4,0,1,3,5,19,188,527,60
Beta_1.2,u_069,75,297,25,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,1,1,0,2,7,3,1,3,1,0,0,1,0,5,0,3,1,0,0,3,0,1,0,3,9,1,4,2,0,2,19,167,572,68
Beta_1.2,u_070,59,322,19,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,1,0,3,4,1,1,2,6,1,0,3,1,2,1,2,0,1,2,0,1,2,1,3,1,0,3,2,1,3,16,132,633,61
Beta_1.2,u_071,48,339,27,0,0,3,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,5,0,0,2,1,0,0,2,1,0,2,7,0,1,5,0,1,2,1,2,1,2,0,2,2,2,14,137,668,43
Beta_1.2,u_072,45,327,31,0,2,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,3,1,0,0,0,1,0,0,1,3,1,0,0,2,2,1,1,2,5,2,1,6,3,3,2,11,144,684,44
Beta_1.2,u_073,57,298,35,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,3,1,2,0,0,2,3,0,1,0,1,0,1,2,0,2,1,2,4,1,2,3,4,2,3,9,12,145,665,41
Beta_1.2,u_074,71,262,34,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,5,1,0,0,0,0,0,2,1,0,1,0,2,4,0,1,3,2,1,2,1,5,2,2,3,6,16,160,622,42
Beta_1.2,u_075,71,268,24,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,6,1,0,4,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,5,1,4,2,2,2,3,12,185,606,54
Beta_1.2,u_076,77,276,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,2,1,9,2,1,0,1,1,0,2,1,3,1,0,1,0,1,0,0,1,1,0,0,0,3,2,3,4,17,202,573,55
Beta_1.2,u_077,60,319,19,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0,1,3,0,2,4,4,3,3,0,0,0,0,0,1,0,0,2,2,5,2,1,0,2,2,2,3,2,6,211,568,53
Beta_1.2,u_078,59,332,21,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,7,0,0,0,1,0,0,0,2,3,4,3,2,3,1,2,0,0,3,0,2,3,4,2,7,3,13,205,585,38
Beta_1.2,u_079,54,328,20,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,1,3,3,1,1,4,1,0,1,1,0,1,0,3,3,3,2,2,4,5,5,1,5,2,1,2,2,10,208,548,39
Beta_1.2,u_080,53,331,20,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,3,0,0,0,0,1,1,2,2,2,1,5,3,1,3,3,1,1,3,2,3,2,0,2,5,5,15,187,538,56
Beta_1.2,u_081,73,299,16,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,2,0,1,7,3,3,1,1,0,0,0,1,2,1,1,2,1,3,3,0,1,1,9,0,2,6,0,0,2,18,165,568,61
Beta_1.2,u_082,68,323,17,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,1,0,4,2,1,1,1,5,2,3,0,3,1,0,1,1,2,0,2,1,0,1,2,0,3,4,2,1,7,13,159,604,67
Beta_1.2,u_083,57,323,21,0,1,2,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,5,0,0,3,0,0,1,1,1,1,5,2,1,2,5,1,2,1,0,2,0,2,1,4,0,2,11,141,666,50
Beta_1.2,u_084,48,313,31,0,1,1,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,6,0,1,1,0,1,0,0,0,4,1,0,1,1,2,0,3,0,5,2,1,5,2,6,2,2,6,171,673,39
Beta_1.2,u_085,52,300,27,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,3,2,2,0,1,3,0,0,1,0,1,0,2,0,0,1,3,5,2,0,2,4,3,2,5,6,21,148,674,33
Beta_1.2,u_086,61,263,30,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,5,1,1,0,0,0,2,1,1,0,0,1,3,1,1,2,1,3,1,0,4,5,1,3,6,3,20,150,637,37
Beta_1.2,u_087,65,270,21,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,6,1,4,0,0,0,1,0,0,2,1,0,1,1,2,1,1,0,3,0,7,0,2,3,3,1,12,181,580,62
Beta_1.2,u_088,75,277,15,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,3,10,0,0,1,1,1,0,3,1,4,0,0,0,2,0,0,1,1,0,0,0,2,2,2,2,4,14,196,582,56
Beta_1.2,u_089,62,322,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,3,1,3,5,4,4,0,0,0,0,0,1,0,0,0,3,5,1,1,1,1,1,2,4,0,4,7,194,588,46
Beta_1.2,u_090,59,324,17,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,6,0,0,1,0,0,0,1,3,3,5,3,1,3,0,1,1,0,3,1,1,1,6,6,4,1,8,197,566,37
Beta_1.2,u_091,54,327,19,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3,4,1,0,4,0,1,0,0,2,0,2,1,2,1,4,4,6,3,3,6,1,1,2,1,2,6,198,579,38
Beta_1.2,u_092,62,311,22,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,2,0,3,0,0,1,1,0,1,4,1,2,3,3,2,4,2,0,2,1,2,3,2,1,2,4,5,5,12,190,552,58
Beta_1.2,u_093,74,307,21,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,2,0,3,5,2,2,1,1,0,0,0,1,1,2,2,1,0,6,3,1,0,8,0,2,4,3,1,1,3,10,171,565,63
Beta_1.2,u_094,66,313,22,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,2,1,3,2,0,0,5,2,2,3,3,2,1,1,0,1,1,2,2,0,0,2,1,2,1,8,1,0,9,10,158,585,73
Beta_1.2,u_095,53,320,22,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,1,1,4,0,3,0,1,1,1,0,1,3,3,1,1,6,0,5,1,0,2,0,0,2,1,2,3,1,11,147,677,54
Beta_1.2,u_096,53,318,22,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,3,5,1,1,0,0,0,0,1,4,2,0,1,0,2,1,0,1,4,3,2,4,2,2,5,3,2,5,159,674,41
Beta_1.2,u_097,46,327,25,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,3,3,0,1,0,3,0,1,0,1,0,2,0,0,0,1,7,4,1,1,2,1,4,2,6,7,17,160,662,37
Beta_1.2,u_098,62,284,26,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,6,0,1,0,0,0,2,1,0,0,1,0,3,0,2,1,2,1,2,2,3,4,2,7,3,3,13,139,646,35
Beta_1.2,u_099,64,288,20,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,6,1,4,0,0,1,0,0,1,0,2,0,0,4,1,1,0,1,2,2,1,3,3,3,0,6,5,163,608,55
Beta_1.2,u_100,77,281,22,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,1,3,9,0,0,1,1,0,2,3,4,0,0,0,1,1,0,0,1,1,1,0,3,1,1,2,3,3,12,190,591,48
Beta_1.2,u_101,68,322,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,2,1,0,0,2,2,1,5,5,1,2,1,0,0,0,1,0,0,0,2,5,1,1,0,1,3,1,1,3,2,4,17,183,577,51
Beta_1.2,u_102,61,323,22,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,2,4,0,1,0,0,0,1,0,6,4,2,2,3,0,0,0,1,1,1,3,0,3,4,8,2,0,9,201,577,48
Beta_1.2,u_103,49,341,15,1,3,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,3,5,1,5,0,2,0,0,0,2,0,2,1,3,0,3,7,7,2,2,4,1,1,1,1,3,16,203,557,32
Beta_1.2,u_104,60,332,16,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0,3,0,0,0,1,0,5,2,0,2,6,0,6,3,1,0,2,1,3,2,2,1,1,5,7,2,12,188,557,48
Beta_1.2,u_105,63,304,21,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1,1,3,6,1,1,0,0,1,0,0,0,2,0,3,1,2,5,1,0,8,2,0,6,2,1,2,1,3,12,171,573,48
Beta_1.2,u_106,62,294,26,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,1,1,0,0,2,1,2,2,0,2,1,1,6,0,1,1,0,2,0,0,2,3,0,1,1,0,2,1,6,4,0,7,3,13,148,593,73
Beta_1.2,u_107,54,316,17,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,1,4,1,3,0,0,2,0,1,1,2,1,1,6,2,2,1,1,0,2,0,0,3,2,0,3,2,7,133,681,54
Beta_1.2,u_108,54,323,32,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,3,5,1,1,0,1,0,0,3,4,1,0,1,2,0,1,1,3,0,3,1,6,2,2,2,4,2,10,156,677,49
Beta_1.2,u_109,49,304,23,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,5,1,0,1,3,0,1,0,1,0,2,0,0,0,1,6,1,2,4,1,2,1,3,6,2,6,21,153,683,40
Beta_1.2,u_110,63,286,24,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,1,1,0,0,2,0,1,0,1,0,3,0,1,0,3,1,0,3,3,3,0,9,3,3,4,14,163,649,43
Beta_1.2,u_111,63,282,29,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,5,0,0,0,1,0,1,1,0,0,2,2,0,3,0,1,1,0,4,0,3,5,1,1,6,14,158,634,46
