Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31
Beta_1.6,u_292,44,76,457,11,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,2,0,0,0,0,2,3,4,0,3,1,0,1,1,4,0,1,0,1,0,2,3,1,7,3,5,4,3,10,3,22,152,768,99,19
Beta_1.6,u_293,40,91,463,5,1,0,0,0,0,2,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,1,0,1,2,4,1,3,1,2,0,1,0,3,2,1,1,8,4,3,1,0,4,2,1,1,2,3,2,12,137,787,118,21
Beta_1.6,u_294,40,96,470,13,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,3,1,1,6,6,4,1,1,1,3,5,0,2,0,2,5,3,3,1,0,0,3,3,4,3,11,6,4,15,159,809,118,20
Beta_1.6,u_295,37,89,437,15,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,0,0,1,0,0,1,6,0,1,1,1,1,6,3,6,1,2,1,3,3,2,7,3,3,0,4,6,7,2,2,13,166,861,103,14
Beta_1.6,u_296,43,74,442,13,0,0,0,1,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,3,5,0,0,0,0,1,3,1,0,0,3,1,1,3,2,7,3,10,6,2,4,7,1,10,12,173,819,107,6
Beta_1.6,u_297,47,80,437,14,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,5,2,4,0,2,1,0,2,1,1,0,2,0,0,2,3,2,1,1,4,5,2,7,9,20,145,844,90,24
Beta_1.6,u_298,55,75,435,13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,3,0,1,0,1,2,6,2,0,4,1,0,1,0,1,5,0,1,1,2,4,0,4,2,1,2,2,1,1,6,16,138,850,97,29
Beta_1.6,u_299,40,91,435,7,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,0,1,0,0,1,1,2,4,3,0,3,2,5,1,5,2,2,3,0,2,4,1,0,2,3,5,2,1,3,2,8,1,1,5,4,3,18,145,829,104,16
Beta_1.6,u_300,37,97,455,13,0,0,0,1,1,0,1,2,0,1,0,0,0,1,1,1,1,2,2,0,3,0,0,0,1,0,0,1,2,4,2,1,0,4,4,0,2,2,2,5,1,4,1,5,0,3,6,5,0,4,4,5,4,15,147,816,95,16
Beta_1.6,u_301,34,84,448,16,0,2,0,0,2,0,1,2,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,4,1,1,0,1,0,0,4,4,2,3,1,2,8,1,4,1,4,4,7,3,5,2,5,17,164,789,84,19
Beta_1.6,u_302,43,71,455,13,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,2,2,0,0,0,0,1,5,2,0,3,4,0,1,3,3,0,1,0,1,1,0,2,6,5,4,5,1,5,9,3,11,154,763,110,18
Beta_1.6,u_303,36,96,445,8,1,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,3,3,1,1,4,0,0,0,3,2,2,1,6,6,2,3,0,1,3,2,1,0,4,2,3,20,149,759,123,18
Beta_1.6,u_304,36,96,463,11,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,2,2,8,7,1,2,2,1,5,3,0,0,3,1,5,1,1,0,1,2,2,2,2,10,10,2,5,21,150,811,109,25
Beta_1.6,u_305,37,80,459,18,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,1,0,2,4,1,0,0,3,4,5,4,1,1,3,1,1,4,4,4,1,4,2,3,8,0,3,1,19,156,875,103,12
Beta_1.6,u_306,41,77,439,16,2,0,0,0,1,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,4,0,0,0,1,1,2,0,0,2,2,1,2,3,5,6,4,5,5,3,4,2,7,5,13,165,835,105,8
Beta_1.6,u_307,46,81,431,13,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,5,5,0,1,1,1,0,0,3,0,0,1,1,1,3,2,0,0,3,5,2,3,7,13,19,139,830,99,21
Beta_1.6,u_308,54,75,424,13,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,2,0,0,0,1,5,2,1,3,1,0,1,1,4,1,0,2,2,2,3,2,3,2,1,1,3,0,1,7,12,135,866,93,27
Beta_1.6,u_309,41,91,437,9,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,1,0,2,0,0,2,1,3,4,1,3,3,5,2,4,2,1,2,1,3,3,0,1,2,1,3,0,3,2,6,4,1,3,4,3,3,17,152,833,106,18
Beta_1.6,u_310,38,96,448,9,1,0,0,0,2,0,0,3,0,0,1,1,0,0,2,0,1,3,0,3,1,1,0,0,0,1,0,1,2,4,3,1,1,3,3,0,1,3,3,4,1,2,3,2,3,6,5,1,2,3,2,5,7,15,155,813,92,21
Beta_1.6,u_311,31,86,472,14,1,1,1,0,0,2,0,1,3,0,3,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,5,0,1,0,1,0,3,1,4,4,1,0,5,3,3,3,2,7,4,7,5,1,3,2,25,141,797,91,19
Beta_1.6,u_312,46,70,458,13,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,2,2,0,0,0,1,5,0,2,4,1,1,0,4,2,0,1,0,2,0,0,4,5,4,6,4,1,9,4,3,17,147,784,116,14
Beta_1.6,u_313,40,96,469,7,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,4,4,1,3,2,0,0,2,1,2,1,4,5,5,0,2,1,4,0,0,3,1,4,2,5,19,141,772,118,20
Beta_1.6,u_314,32,98,454,10,1,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,2,7,5,1,2,3,2,4,3,0,2,3,2,3,0,2,0,3,2,1,1,6,9,5,3,2,13,142,804,126,25
Beta_1.6,u_315,37,81,456,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,0,1,0,2,4,1,0,1,3,5,6,1,1,1,4,3,2,1,6,2,2,2,7,4,6,2,2,5,13,158,858,118,13
Beta_1.6,u_316,46,72,437,10,1,0,0,0,0,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,4,0,0,0,2,1,1,0,1,1,0,4,0,4,6,7,2,4,4,5,5,7,3,6,22,144,841,94,8
Beta_1.6,u_317,42,94,444,11,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,7,3,0,2,0,0,0,1,2,0,0,1,0,4,0,1,2,2,1,3,6,4,8,12,15,147,842,111,21
Beta_1.6,u_318,53,72,435,13,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,1,5,1,1,1,2,1,2,2,4,0,1,2,0,1,1,5,4,2,1,1,2,1,2,3,14,133,862,103,21
Beta_1.6,u_319,43,87,451,9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,1,1,0,2,0,3,4,0,2,3,5,3,2,1,2,1,5,0,1,1,0,1,2,2,2,5,3,5,1,3,3,1,2,6,18,144,839,120,19
Beta_1.6,u_320,39,104,460,12,0,1,0,0,0,1,0,1,2,1,1,0,2,0,1,1,0,2,2,2,2,1,0,0,0,1,0,1,3,4,3,0,3,1,2,1,0,5,1,6,2,0,2,3,8,3,3,1,1,5,2,6,8,19,159,841,77,18
Beta_1.6,u_321,37,79,478,16,2,1,1,2,0,2,0,1,2,1,1,3,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,4,3,0,1,0,1,3,0,3,4,2,1,4,0,2,4,3,3,7,3,9,2,2,2,11,9,152,794,88,21
Beta_1.6,u_322,47,74,471,14,3,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,1,1,0,0,2,5,1,2,4,3,0,2,2,1,2,0,1,1,0,3,2,4,5,4,3,8,2,4,2,19,151,790,108,14
Beta_1.6,u_323,36,93,458,6,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,5,4,2,3,2,0,2,1,1,2,2,3,4,4,2,2,2,3,0,1,1,3,3,3,5,20,152,782,103,24
Beta_1.6,u_324,35,93,473,13,2,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2,9,3,1,2,5,0,5,1,2,3,2,3,3,1,0,3,2,1,1,4,5,5,6,2,5,15,133,804,123,28
Beta_1.6,u_325,38,83,451,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,3,0,0,0,0,0,2,5,0,1,1,3,9,4,0,0,3,3,3,5,1,4,2,4,2,5,6,4,0,3,7,17,150,863,122,11
Beta_1.6,u_326,45,74,451,11,0,2,0,0,1,1,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,5,0,0,0,3,0,0,2,1,0,2,2,3,3,7,7,1,3,5,4,9,4,3,4,14,154,830,92,7
Beta_1.6,u_327,41,90,451,11,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,4,8,1,3,0,0,0,1,1,1,1,0,2,1,3,0,1,4,1,0,2,8,4,10,9,16,144,864,97,20
Beta_1.6,u_328,51,76,451,9,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,2,0,0,2,4,2,0,1,0,2,3,3,1,0,3,0,1,0,4,3,4,3,2,0,3,3,0,1,22,122,858,113,19
Beta_1.6,u_329,44,83,440,8,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,2,2,4,0,1,3,5,2,3,0,1,6,1,0,2,0,0,3,1,1,5,3,5,2,0,6,1,2,2,6,15,130,850,106,24
Beta_1.6,u_330,34,103,479,15,1,1,0,0,0,0,2,1,1,2,0,0,1,0,0,1,1,1,3,1,2,1,1,0,0,1,0,0,4,5,0,3,0,0,5,0,3,2,1,4,3,2,0,8,5,1,3,1,1,6,1,3,10,22,134,838,94,13
Beta_1.6,u_331,37,80,475,13,1,2,0,1,0,0,2,0,1,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,4,2,0,0,1,2,2,2,2,1,4,2,0,1,2,5,5,5,4,2,9,3,2,4,8,11,157,788,105,20
Beta_1.6,u_332,48,75,478,11,1,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,2,0,2,0,0,3,4,2,1,4,2,0,3,1,1,1,1,1,0,4,0,4,3,1,6,6,2,2,8,1,15,147,790,120,10
Beta_1.6,u_333,40,100,449,8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,5,6,2,1,0,1,2,1,0,3,3,0,1,8,0,2,3,1,1,0,2,2,5,4,4,17,156,768,98,22
Beta_1.6,u_334,35,85,466,12,1,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,8,2,2,2,4,1,3,4,1,5,0,2,1,1,2,1,2,1,5,5,1,1,8,1,6,11,150,802,129,24
Beta_1.6,u_335,34,85,475,12,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,1,1,5,1,0,3,6,6,1,0,1,3,2,7,2,2,4,2,4,6,2,4,2,1,5,2,18,163,838,132,9
Beta_1.6,u_336,47,75,431,8,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,3,6,0,0,2,1,0,1,2,0,1,0,5,3,6,6,3,3,2,6,7,10,2,3,5,18,147,843,93,10
Beta_1.6,u_337,43,86,450,12,2,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,4,9,1,1,0,0,2,0,2,0,2,0,2,1,1,1,2,4,1,2,1,8,6,8,10,21,146,877,91,24
Beta_1.6,u_338,54,66,447,9,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,1,5,1,2,2,0,3,5,1,0,1,1,0,1,3,2,2,4,3,2,1,4,1,0,4,18,130,861,108,18
Beta_1.6,u_339,41,90,439,8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,1,0,0,2,5,0,0,2,6,1,1,0,4,3,1,1,1,0,4,1,1,2,6,5,2,1,2,2,1,3,6,5,16,140,857,99,18
Beta_1.6,u_340,34,97,460,8,0,1,1,0,0,0,0,3,1,0,1,0,0,1,0,1,1,0,3,1,2,1,1,1,0,0,1,0,4,4,3,1,0,1,4,3,0,0,3,4,1,1,7,4,1,1,3,2,6,4,1,4,13,21,143,849,100,13
Beta_1.6,u_341,41,72,482,8,2,0,1,0,1,0,1,1,0,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,4,2,0,0,1,4,2,1,1,4,3,1,0,2,2,6,6,2,3,5,5,3,4,6,5,14,155,810,103,16
Beta_1.6,u_342,47,78,474,14,1,3,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,2,2,0,0,3,5,0,1,2,3,3,0,0,2,0,2,1,3,1,4,1,2,5,5,3,2,3,5,9,12,145,790,128,9
Beta_1.6,u_343,41,93,463,5,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,1,1,0,1,1,0,0,0,0,1,0,0,4,7,0,0,0,2,0,0,3,1,1,1,3,7,2,5,0,0,0,3,2,4,3,6,1,17,139,780,100,25
Beta_1.6,u_344,34,84,463,7,1,1,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,6,1,1,3,4,0,3,2,6,0,1,1,2,2,2,0,1,6,2,3,0,4,6,5,3,14,148,799,131,23
Beta_1.6,u_345,34,87,466,11,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,1,1,6,0,1,3,5,2,2,1,1,4,3,5,1,3,2,2,7,2,3,3,3,4,3,3,16,141,863,123,7
Beta_1.6,u_346,44,77,442,15,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,1,0,1,3,4,0,1,0,1,0,2,3,0,0,2,3,6,3,3,3,1,3,10,4,7,3,3,6,26,140,844,101,14
Beta_1.6,u_347,43,91,429,7,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,2,0,1,7,5,1,1,0,2,0,0,1,0,2,1,2,0,1,1,3,4,1,1,6,4,7,8,4,20,141,895,89,21
Beta_1.6,u_348,53,68,453,10,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,5,1,4,2,1,6,1,2,0,1,0,0,3,1,1,1,4,1,2,3,4,0,2,5,15,132,852,130,12
Beta_1.6,u_349,50,84,442,12,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,2,3,0,0,2,5,1,1,3,4,2,0,2,0,1,4,2,1,3,7,1,3,3,1,1,1,4,7,4,16,147,855,90,16
Beta_1.6,u_350,38,101,457,13,0,1,0,1,0,0,0,1,3,0,0,1,0,0,1,0,0,1,1,2,2,1,1,2,0,0,0,0,4,4,3,0,1,0,5,1,0,1,3,1,3,7,4,3,1,1,1,5,3,4,3,7,10,18,150,841,92,9
Beta_1.6,u_351,43,74,479,8,4,0,1,0,0,1,0,0,2,0,2,2,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,4,2,0,0,3,1,4,1,1,4,1,0,2,1,5,5,3,2,3,4,4,4,9,3,3,13,145,812,78,17
Beta_1.6,u_352,47,83,468,8,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,2,1,0,1,1,4,0,1,3,3,3,0,0,0,1,3,3,2,2,3,1,3,5,2,1,4,3,8,6,13,153,796,126,10
Beta_1.6,u_353,40,89,457,7,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,2,0,0,1,1,1,0,0,1,0,0,4,7,0,0,2,1,0,3,1,0,1,1,3,6,4,3,0,0,0,1,4,6,2,5,3,22,148,775,89,21
Beta_1.6,u_354,34,81,478,11,1,0,1,1,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,1,3,2,1,4,3,2,2,4,2,0,1,2,1,4,0,2,3,1,4,2,1,3,7,3,2,12,143,826,120,23
Beta_1.6,u_355,31,94,465,9,2,0,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,2,1,0,0,0,2,5,0,2,2,4,1,1,0,3,2,5,1,6,2,1,5,2,2,3,3,1,7,4,5,15,153,843,146,6
Beta_1.6,u_356,46,67,461,9,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,3,3,1,1,0,0,2,1,1,0,1,3,4,2,5,3,2,1,8,3,8,3,7,4,6,17,150,845,102,15
Beta_1.6,u_357,42,92,450,9,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,6,5,1,0,2,0,0,0,1,0,2,2,1,0,2,2,1,3,1,4,4,6,4,7,5,18,139,883,101,15
Beta_1.6,u_358,54,66,438,17,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,4,4,1,4,2,1,4,2,1,0,1,0,2,0,2,1,2,2,3,2,2,3,2,6,2,10,131,858,118,17
Beta_1.6,u_359,54,76,453,11,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,1,4,0,0,2,4,3,1,5,2,0,2,1,0,2,3,2,3,5,1,3,3,1,2,1,3,6,2,5,20,130,884,95,15
Beta_1.6,u_360,35,102,438,9,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,2,0,2,0,2,0,0,0,4,5,1,1,0,2,3,0,3,0,2,1,8,4,2,2,2,0,0,6,4,4,4,8,9,12,136,847,101,11
Beta_1.6,u_361,41,82,483,9,1,2,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,4,2,0,3,0,1,3,1,2,2,3,1,0,3,6,5,3,4,2,4,4,8,7,0,3,14,149,809,80,19
Beta_1.6,u_362,43,84,471,9,1,2,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3,0,0,0,2,3,0,3,2,3,1,0,0,0,0,6,1,1,4,3,0,4,2,4,2,3,5,7,8,14,143,796,116,11
Beta_1.6,u_363,40,83,462,8,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,2,0,1,0,3,0,0,2,0,0,4,5,1,1,2,0,2,1,1,0,1,2,3,5,1,2,2,0,1,0,7,3,3,5,1,26,159,762,98,17
Beta_1.6,u_364,37,84,469,10,1,0,0,1,1,0,0,2,2,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,2,0,2,2,3,0,4,0,5,4,1,1,0,4,1,3,1,3,1,1,3,2,3,1,6,6,2,2,14,138,832,122,30
Beta_1.6,u_365,29,91,467,7,4,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,3,4,1,2,1,3,1,1,2,0,2,3,1,5,2,3,2,2,2,3,3,5,1,5,6,13,147,865,130,6
Beta_1.6,u_366,45,74,445,5,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0,2,2,2,0,0,1,2,0,1,1,3,4,2,2,4,2,2,5,2,2,7,2,10,6,5,11,156,857,92,20
Beta_1.6,u_367,42,85,450,8,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,4,6,1,2,1,0,0,0,1,1,1,2,1,0,3,2,0,2,3,5,8,2,4,5,3,14,134,864,95,13
Beta_1.6,u_368,54,68,435,14,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,2,4,1,4,2,3,2,3,1,2,1,2,1,1,0,1,2,2,3,2,1,2,6,5,1,13,136,881,118,17
Beta_1.6,u_369,54,67,448,10,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,1,3,0,2,0,5,1,4,4,1,1,1,0,1,2,4,4,4,1,2,5,1,4,2,4,3,1,4,3,12,142,865,86,18
Beta_1.6,u_370,38,94,454,9,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,2,1,1,1,1,2,0,0,0,5,5,1,0,0,2,2,3,2,1,2,5,4,4,0,4,0,1,2,2,8,4,3,5,11,18,142,846,87,14
Beta_1.6,u_371,41,75,485,12,1,1,1,0,0,0,1,0,1,0,2,1,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,1,3,2,0,3,2,0,3,2,1,1,2,0,2,3,3,4,6,4,2,6,5,6,4,4,1,17,142,817,89,19
Beta_1.6,u_372,43,89,464,9,1,0,3,1,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,0,0,1,3,0,4,2,3,0,1,0,0,3,2,2,3,2,4,3,3,3,4,1,3,5,5,11,19,153,779,93,7
Beta_1.6,u_373,36,88,459,13,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,3,0,0,2,1,0,0,1,0,0,3,5,1,3,0,1,2,1,0,1,0,3,1,8,2,1,1,3,0,3,5,3,3,5,6,23,132,804,95,23
Beta_1.6,u_374,39,78,466,12,1,0,0,0,1,1,0,1,2,2,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,2,1,2,3,6,1,0,2,0,3,3,1,4,0,2,1,1,4,1,5,4,7,1,1,12,149,813,103,31
Beta_1.6,u_375,28,93,461,18,2,2,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,2,4,3,1,2,2,1,2,0,0,3,2,3,5,3,0,1,3,2,3,3,3,3,4,7,15,141,865,137,6
Beta_1.6,u_376,45,74,454,13,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,2,1,0,0,2,3,1,1,1,1,1,0,2,3,4,1,1,2,4,2,5,3,1,4,4,6,8,3,2,15,141,867,81,18
Beta_1.6,u_377,44,84,431,9,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4,7,1,1,1,0,0,0,2,1,0,2,1,2,2,1,1,2,7,4,6,3,4,2,6,14,138,886,93,18
Beta_1.6,u_378,52,76,455,17,1,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,2,0,0,2,4,1,4,4,3,1,0,3,0,3,1,2,0,0,1,1,4,2,2,1,3,6,2,4,20,127,877,115,19
Beta_1.6,u_379,52,68,443,5,2,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,0,0,5,3,4,3,2,0,1,1,1,1,4,3,4,3,1,1,4,1,7,2,4,1,3,3,16,130,880,99,26
Beta_1.6,u_380,39,95,451,11,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,3,0,1,1,0,2,0,0,4,6,1,0,2,0,1,4,1,4,5,3,3,3,1,2,1,1,3,1,7,7,1,6,5,21,154,844,92,8
Beta_1.6,u_381,46,71,499,9,1,0,2,0,0,0,0,1,1,0,0,3,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,1,3,2,3,1,1,0,2,3,3,3,0,1,4,0,3,3,8,5,4,7,5,4,4,3,3,14,149,813,77,18
Beta_1.6,u_382,40,90,465,13,1,0,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,3,0,0,1,3,0,4,4,3,1,0,1,1,3,4,1,1,2,6,2,4,3,1,5,4,1,5,12,15,151,798,109,8
Beta_1.6,u_383,38,85,478,10,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,2,2,1,1,1,1,0,1,0,0,4,4,3,0,0,1,0,2,1,0,0,5,3,7,0,2,1,2,2,5,5,1,3,0,8,19,147,798,84,31
Beta_1.6,u_384,41,86,475,6,2,0,0,0,0,1,1,1,0,3,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,2,3,2,2,1,5,1,2,0,1,1,4,1,1,1,2,1,1,3,0,2,7,5,6,1,2,10,125,819,117,26
Beta_1.6,u_385,30,89,471,10,1,2,2,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,4,3,1,2,1,0,0,1,2,2,0,4,5,0,1,1,3,2,5,2,3,3,3,4,22,148,861,145,10
Beta_1.6,u_386,47,71,436,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,1,1,0,2,3,0,0,3,0,1,0,4,7,1,0,2,2,3,3,2,5,4,2,4,7,7,2,1,20,143,874,78,22
Beta_1.6,u_387,40,82,445,13,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,5,7,3,1,0,0,0,0,2,0,0,1,5,0,2,2,1,5,8,2,4,6,2,4,5,20,140,894,96,17
Beta_1.6,u_388,52,70,465,14,1,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,2,4,1,2,4,2,1,1,1,3,1,2,2,0,0,0,2,3,2,0,3,5,1,7,1,23,134,872,88,20
Beta_1.6,u_389,48,76,444,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,2,2,1,0,0,4,6,1,3,2,0,1,1,1,3,2,5,1,5,2,1,1,5,3,5,5,0,5,2,13,138,882,98,31
Beta_1.6,u_390,39,95,466,14,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,2,1,1,1,0,2,0,1,6,7,0,1,0,1,3,4,1,6,2,3,2,1,3,2,1,3,1,5,1,6,5,5,5,20,139,870,103,9
Beta_1.6,u_391,43,77,478,6,1,0,0,2,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,1,1,0,0,0,2,0,0,1,3,2,4,1,0,0,2,3,4,2,1,5,1,1,2,5,6,6,6,5,2,3,3,4,2,13,153,800,85,14
