Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33
Beta_1.0,u_095,67,216,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,2,7,2,0,1,1,0,2,4,2,1,1,1,0,0,48,492,139
Beta_1.0,u_096,81,201,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,1,1,2,1,4,1,0,2,1,2,3,43,475,153
Beta_1.0,u_097,76,197,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,3,0,2,1,2,2,4,10,44,485,130
Beta_1.0,u_098,92,219,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,4,2,3,2,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,2,0,1,1,1,2,3,1,61,475,155
Beta_1.0,u_099,90,248,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,3,0,0,4,1,0,2,3,1,0,1,2,2,2,0,0,1,0,1,0,0,0,1,0,0,1,3,59,516,134
Beta_1.0,u_100,71,255,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,3,2,1,2,1,0,1,5,0,0,3,3,2,0,0,0,3,2,1,0,2,1,1,6,46,522,137
Beta_1.0,u_101,81,251,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,1,2,2,1,1,2,2,0,2,7,0,1,3,7,1,0,3,4,2,43,516,128
Beta_1.0,u_102,77,229,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,7,0,2,3,2,1,4,1,2,6,3,4,7,44,489,119
Beta_1.0,u_103,77,222,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,1,0,1,1,2,1,0,4,0,5,2,4,3,47,478,148
Beta_1.0,u_104,79,220,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,2,0,1,0,1,0,1,8,37,466,144
Beta_1.0,u_105,87,210,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,3,7,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,4,3,2,44,505,148
Beta_1.0,u_106,80,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,0,3,0,6,2,0,0,0,0,0,1,0,0,0,1,0,2,1,2,0,1,0,1,1,1,1,2,0,1,4,30,539,137
Beta_1.0,u_107,73,231,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,5,2,1,0,0,0,0,0,1,0,1,0,1,1,3,1,4,1,1,3,4,32,540,121
Beta_1.0,u_108,79,221,1,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,3,4,0,0,1,2,1,1,1,1,1,1,6,39,538,102
Beta_1.0,u_109,69,213,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,1,1,0,1,1,2,9,4,1,0,0,3,51,499,117
Beta_1.0,u_110,84,194,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,2,2,0,1,2,1,2,1,2,2,4,47,492,131
Beta_1.0,u_111,97,206,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,5,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,3,0,2,0,2,1,3,3,3,38,498,137
Beta_1.0,u_112,95,212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,3,3,1,0,0,1,1,0,2,2,0,0,1,0,0,1,0,2,0,0,0,3,1,2,0,2,55,493,152
Beta_1.0,u_113,91,245,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,3,0,1,4,0,0,2,0,4,0,1,0,2,2,0,1,2,0,0,0,0,0,1,1,2,4,54,529,119
Beta_1.0,u_114,81,250,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,1,3,1,1,3,1,0,1,4,0,0,3,0,3,1,0,1,3,3,0,3,1,0,4,46,525,122
Beta_1.0,u_115,71,249,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,1,1,3,2,2,3,2,0,2,4,0,4,3,0,5,0,3,6,46,542,120
Beta_1.0,u_116,74,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,3,3,3,0,2,4,2,2,4,2,0,7,0,8,47,489,125
Beta_1.0,u_117,79,217,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,2,0,0,0,1,1,3,1,0,2,0,1,2,0,0,3,3,0,5,2,7,44,473,133
Beta_1.0,u_118,82,216,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,3,1,0,2,0,1,1,5,35,486,130
Beta_1.0,u_119,91,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,6,0,2,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,2,0,1,2,2,4,2,33,529,133
Beta_1.0,u_120,92,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,1,0,3,3,0,0,1,0,3,0,0,0,3,2,0,0,0,1,0,0,0,2,1,0,1,2,0,1,1,2,0,4,34,558,122
Beta_1.0,u_121,73,231,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,1,0,3,1,0,0,0,2,2,1,1,1,1,1,1,3,0,3,2,2,34,550,109
Beta_1.0,u_122,83,216,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,0,0,5,1,2,0,1,4,1,1,2,4,43,540,96
Beta_1.0,u_123,77,207,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,1,2,0,2,2,2,2,7,1,0,1,53,505,112
Beta_1.0,u_124,98,205,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3,0,3,0,0,1,3,2,2,0,2,3,43,503,134
Beta_1.0,u_125,88,208,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,1,3,0,1,2,0,1,1,4,1,0,4,50,506,147
Beta_1.0,u_126,89,228,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,3,0,2,0,0,1,1,0,1,0,1,1,0,1,0,2,0,0,0,0,2,2,1,1,1,57,515,132
Beta_1.0,u_127,80,253,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,3,2,3,0,0,4,0,0,3,0,2,1,0,0,1,3,0,1,0,0,1,0,1,1,1,1,2,47,543,116
Beta_1.0,u_128,70,259,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,4,1,1,3,1,0,2,3,0,0,3,0,1,3,1,1,1,2,1,1,4,6,47,529,142
Beta_1.0,u_129,72,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,2,1,2,3,3,1,3,2,0,2,7,0,0,3,1,3,0,6,46,532,125
Beta_1.0,u_130,73,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,2,0,2,2,1,5,3,2,3,2,1,5,1,49,498,127
Beta_1.0,u_131,96,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,2,1,3,0,7,4,41,508,109
Beta_1.0,u_132,96,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,2,1,1,0,1,1,3,2,41,490,135
Beta_1.0,u_133,91,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,4,2,0,0,0,1,0,0,1,2,0,2,0,1,1,0,0,0,0,2,0,1,0,0,2,0,3,2,3,29,530,140
Beta_1.0,u_134,92,224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,3,0,2,1,2,0,0,1,1,1,1,1,5,33,566,130
Beta_1.0,u_135,81,230,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,2,1,0,2,4,0,6,2,1,1,37,563,98
Beta_1.0,u_136,87,216,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,2,1,1,4,0,1,0,1,3,2,6,45,556,95
Beta_1.0,u_137,82,224,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,2,2,0,2,1,3,1,3,0,1,3,3,39,508,124
Beta_1.0,u_138,78,217,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,0,4,0,1,1,3,1,2,2,4,36,506,162
Beta_1.0,u_139,75,222,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2,1,1,3,1,3,0,5,54,522,141
Beta_1.0,u_140,77,218,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,1,2,0,0,2,1,0,0,0,1,2,0,0,1,2,0,1,0,0,0,1,1,1,0,2,2,59,552,121
Beta_1.0,u_141,80,259,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,1,3,0,0,2,1,0,3,0,0,2,0,1,1,1,1,1,0,0,0,2,1,2,1,0,51,563,126
Beta_1.0,u_142,70,244,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,5,1,0,4,1,0,2,1,0,0,3,1,2,3,0,1,1,2,5,0,1,49,541,132
Beta_1.0,u_143,72,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,2,2,2,8,2,0,3,3,3,0,4,0,1,4,0,3,4,43,535,113
Beta_1.0,u_144,85,237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,3,1,0,2,2,2,8,4,1,5,1,3,2,50,516,118
Beta_1.0,u_145,97,221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,2,1,1,0,1,3,0,2,3,2,9,46,497,131
Beta_1.0,u_146,87,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,2,0,1,0,1,0,5,0,2,0,0,0,1,0,0,1,0,0,1,1,2,1,1,0,2,2,0,4,36,505,140
Beta_1.0,u_147,92,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,4,0,0,2,0,0,0,1,0,2,0,0,2,0,6,0,1,0,1,0,2,0,0,1,0,1,1,4,3,34,535,135
Beta_1.0,u_148,94,215,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,0,2,1,5,2,1,1,1,1,1,4,28,576,97
Beta_1.0,u_149,79,231,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,2,3,2,3,1,7,2,34,569,100
Beta_1.0,u_150,82,228,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,3,1,0,1,1,0,4,1,0,4,3,50,537,103
Beta_1.0,u_151,73,223,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,3,1,0,3,1,1,1,2,0,2,3,50,511,155
Beta_1.0,u_152,70,214,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,4,0,1,1,3,1,1,4,37,518,150
Beta_1.0,u_153,72,218,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,0,3,0,4,0,55,541,130
Beta_1.0,u_154,86,242,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,3,0,2,0,1,2,0,0,1,0,3,0,0,2,0,1,0,0,0,1,0,0,3,0,1,1,62,545,137
Beta_1.0,u_155,68,266,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,1,3,0,2,1,1,1,2,0,0,4,0,0,2,0,3,0,0,0,1,2,1,1,1,60,550,123
Beta_1.0,u_156,60,254,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,5,1,0,3,2,0,1,2,1,2,3,1,1,4,0,2,2,5,0,2,51,546,122
Beta_1.0,u_157,76,251,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4,0,5,1,2,4,4,0,1,3,1,2,3,0,5,48,542,105
Beta_1.0,u_158,93,252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,3,0,1,0,2,3,1,6,2,1,5,0,6,48,513,110
Beta_1.0,u_159,97,234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,2,5,0,2,0,0,0,0,0,0,1,0,3,1,0,1,1,1,1,0,2,0,1,2,3,7,45,509,123
Beta_1.0,u_160,84,224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,3,1,0,2,0,1,0,1,2,5,0,0,0,1,1,0,0,1,0,1,0,2,1,1,1,1,1,3,31,526,121
Beta_1.0,u_161,85,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,2,1,0,1,2,1,0,0,2,0,7,0,2,0,1,1,0,1,0,2,1,5,36,556,129
Beta_1.0,u_162,77,227,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,3,2,6,0,1,3,4,38,587,94
Beta_1.0,u_163,74,224,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,3,4,0,2,3,3,43,559,103
Beta_1.0,u_164,63,224,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,1,1,1,2,1,0,1,0,2,4,3,44,533,116
Beta_1.0,u_165,74,227,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,1,4,0,2,1,1,1,3,0,5,38,511,154
Beta_1.0,u_166,69,215,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3,0,3,1,1,1,3,2,4,42,561,143
Beta_1.0,u_167,85,214,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,1,1,2,1,0,0,0,1,1,0,0,0,1,0,1,2,0,3,0,2,0,2,3,1,54,546,123
Beta_1.0,u_168,78,243,2,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,2,1,1,0,3,0,0,3,0,0,1,0,3,2,0,1,0,1,0,2,0,0,0,1,2,1,1,58,552,145
Beta_1.0,u_169,63,270,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,5,1,0,3,0,2,2,1,0,3,0,0,3,0,0,2,0,2,1,1,1,2,1,2,2,51,568,131
Beta_1.0,u_170,67,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,4,1,1,1,4,0,2,3,2,0,3,1,1,3,2,4,0,3,2,50,554,119
Beta_1.0,u_171,76,256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,3,0,4,6,1,1,4,1,2,2,2,3,1,3,46,546,98
Beta_1.0,u_172,97,227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,1,0,0,1,2,0,2,0,0,0,2,2,2,0,0,0,3,3,1,6,2,0,5,2,53,514,98
Beta_1.0,u_173,97,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,1,0,0,0,7,0,0,0,0,0,0,2,0,0,1,2,2,1,0,0,1,1,2,2,0,0,3,5,46,514,112
Beta_1.0,u_174,89,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,4,0,0,1,0,3,1,0,0,1,0,0,5,0,1,1,0,0,1,2,0,0,0,3,1,1,0,1,7,36,521,123
Beta_1.0,u_175,81,216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,1,5,0,2,1,1,0,2,2,0,4,34,561,130
Beta_1.0,u_176,70,238,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,3,0,2,4,3,8,33,579,93
Beta_1.0,u_177,69,231,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,3,1,1,6,2,4,40,577,104
Beta_1.0,u_178,68,231,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,2,0,1,2,3,1,0,0,0,2,1,0,39,537,126
Beta_1.0,u_179,74,217,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,2,1,4,0,0,3,1,1,3,4,36,503,177
Beta_1.0,u_180,71,220,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,2,0,3,1,2,1,0,1,6,3,41,557,142
Beta_1.0,u_181,74,230,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,0,2,0,3,2,0,1,0,0,1,1,0,0,1,0,0,1,2,2,0,3,0,1,1,2,2,49,561,134
Beta_1.0,u_182,75,243,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,3,0,2,0,1,2,0,0,2,0,0,3,2,1,1,1,0,1,2,0,0,0,0,1,2,0,3,51,549,159
Beta_1.0,u_183,62,256,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,1,0,3,1,1,2,1,0,3,0,0,2,0,0,3,1,2,2,1,0,3,0,4,49,563,118
Beta_1.0,u_184,75,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,1,0,1,4,1,0,6,1,2,2,2,0,3,0,3,4,0,3,2,5,51,560,97
Beta_1.0,u_185,85,264,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,5,2,1,5,1,1,5,1,2,2,1,4,1,58,535,95
Beta_1.0,u_186,91,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,1,0,0,3,3,0,0,0,0,0,4,1,1,0,0,1,3,3,2,5,1,3,2,47,526,90
Beta_1.0,u_187,85,238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,1,0,5,0,3,1,0,0,0,0,1,1,1,0,2,2,2,0,0,0,0,4,1,1,0,4,5,37,506,121
Beta_1.0,u_188,73,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,4,0,0,0,1,0,1,1,0,0,1,0,0,5,0,0,1,1,0,1,1,1,0,2,2,2,0,0,6,46,518,122
