Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38
Beta_1.6,u_358,27,74,283,187,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,3,1,4,2,2,2,2,3,1,2,0,1,0,1,0,1,1,1,1,2,1,2,2,1,3,1,2,3,3,3,2,9,56,727,268,66,8
Beta_1.6,u_359,29,77,277,208,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,2,3,0,0,2,0,5,2,0,5,2,1,1,1,0,1,0,3,2,2,1,2,5,1,3,1,3,1,1,1,3,4,2,4,3,16,61,745,261,52,9
Beta_1.6,u_360,19,82,306,176,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,1,0,2,0,0,0,0,3,2,5,0,1,0,1,2,2,0,1,2,0,2,2,6,3,4,1,1,2,0,0,1,8,2,3,4,5,5,7,10,60,729,251,50,7
Beta_1.6,u_361,21,75,313,204,3,0,2,0,1,0,0,0,1,0,0,1,1,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,4,2,0,0,2,1,0,2,2,1,1,3,2,1,1,0,2,4,4,4,3,2,3,2,4,3,8,4,3,1,2,10,72,725,202,54,8
Beta_1.6,u_362,21,77,309,200,0,1,1,1,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,2,0,0,0,1,2,2,0,2,2,4,0,1,0,0,0,0,2,4,0,2,2,3,2,0,3,3,2,3,1,2,3,8,5,5,12,65,707,228,59,9
Beta_1.6,u_363,24,71,317,180,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,2,0,0,1,1,2,0,0,0,2,0,0,2,4,3,1,0,3,0,1,1,1,1,0,0,2,1,3,4,2,1,1,2,0,1,0,1,6,3,2,3,3,2,20,70,695,219,48,9
Beta_1.6,u_364,23,66,317,192,2,1,0,0,0,1,1,0,0,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,4,1,2,0,4,0,4,2,3,1,1,0,2,2,1,3,1,1,2,2,0,2,1,3,3,1,4,4,5,1,1,11,64,703,278,60,20
Beta_1.6,u_365,12,77,323,181,2,3,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,2,3,2,1,2,1,2,2,0,1,1,1,1,2,3,0,3,4,2,1,2,1,3,2,2,2,5,0,5,5,4,8,82,717,290,59,3
Beta_1.6,u_366,29,67,281,190,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,2,1,2,0,0,0,2,1,0,1,0,3,2,4,1,1,1,5,1,2,4,2,2,3,5,2,7,5,4,5,9,67,745,259,49,7
Beta_1.6,u_367,19,86,275,204,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,3,5,2,1,1,2,0,0,0,0,0,1,2,1,1,1,0,2,2,1,0,2,1,5,3,7,2,4,2,3,5,11,53,736,270,41,7
Beta_1.6,u_368,26,76,278,186,6,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,2,3,1,4,2,2,2,1,3,1,1,2,0,2,1,1,0,1,0,2,2,1,4,0,1,2,2,7,2,1,12,61,749,279,57,7
Beta_1.6,u_369,31,70,266,210,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,3,0,0,2,0,5,1,4,2,3,0,1,1,0,0,2,1,4,4,1,4,2,1,2,2,4,1,2,4,2,2,2,5,0,11,55,752,248,43,14
Beta_1.6,u_370,19,76,311,189,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,2,0,1,1,1,0,2,0,0,0,3,4,3,1,0,0,2,1,1,3,1,2,1,2,4,3,5,0,2,2,0,1,1,2,2,7,4,2,3,6,8,15,55,729,260,42,6
Beta_1.6,u_371,21,71,307,212,2,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,4,2,0,0,3,0,2,0,3,2,1,0,1,2,0,1,2,4,1,5,5,3,3,2,6,3,5,5,1,3,2,12,65,727,220,47,12
Beta_1.6,u_372,22,76,325,179,3,1,0,2,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,3,0,0,0,0,2,2,0,3,1,4,1,0,1,0,0,0,4,2,1,3,2,2,2,3,2,4,1,3,1,3,5,2,7,9,15,72,696,216,43,7
Beta_1.6,u_373,21,69,305,200,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,2,1,0,0,2,0,1,0,0,1,0,0,3,2,3,1,3,0,1,0,2,1,0,0,1,1,3,0,5,4,1,2,0,2,1,1,4,3,3,3,2,3,7,20,68,709,220,42,17
Beta_1.6,u_374,23,67,318,184,3,1,0,0,0,0,1,1,0,1,0,2,1,1,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,1,1,2,2,6,1,1,0,2,0,2,1,3,1,3,1,1,1,1,1,2,3,0,5,3,6,2,2,0,11,54,689,290,42,22
Beta_1.6,u_375,13,74,310,200,3,2,2,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,2,2,3,2,1,0,2,2,1,2,0,0,1,3,1,3,2,5,1,0,1,2,1,4,1,3,3,3,2,3,7,12,71,720,313,42,5
Beta_1.6,u_376,27,67,284,205,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2,1,0,0,1,2,3,0,1,0,2,0,1,0,0,5,1,3,1,1,2,4,0,2,4,4,0,2,3,4,4,6,7,0,6,9,56,740,259,49,5
Beta_1.6,u_377,20,88,270,189,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,4,4,1,1,1,0,0,0,0,0,3,0,0,2,1,1,2,1,1,1,0,8,2,4,5,3,3,3,2,5,11,72,718,304,31,12
Beta_1.6,u_378,26,77,288,205,4,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,1,4,1,4,3,1,3,1,0,3,0,1,3,0,1,1,0,0,1,0,3,4,0,2,1,1,6,3,2,4,17,62,752,263,51,12
Beta_1.6,u_379,32,71,273,191,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,2,0,3,0,0,0,1,5,2,4,2,2,1,0,0,2,0,1,2,4,2,3,3,1,2,0,4,1,4,4,1,4,1,0,4,2,14,59,762,254,49,13
Beta_1.6,u_380,19,82,303,190,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0,1,0,2,0,0,0,3,4,3,1,0,2,0,1,0,4,1,3,2,4,3,1,3,3,1,1,1,1,2,2,0,7,5,3,2,5,7,14,64,732,265,36,5
Beta_1.6,u_381,21,74,314,216,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,4,2,0,3,1,1,0,0,4,1,3,3,0,1,1,3,0,0,4,4,5,6,2,4,5,5,1,5,5,0,3,11,69,721,212,48,10
Beta_1.6,u_382,20,77,309,199,3,1,0,0,3,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,3,1,0,0,0,2,2,0,4,1,6,0,1,0,1,0,2,2,4,1,1,1,1,7,1,4,0,3,2,4,4,1,3,6,8,12,84,715,209,56,5
Beta_1.6,u_383,19,72,316,200,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,1,2,0,1,1,1,0,0,1,0,0,3,3,2,3,0,0,0,1,1,1,0,1,0,2,3,2,4,4,0,2,1,1,2,3,3,5,1,1,2,4,5,14,69,706,228,44,17
Beta_1.6,u_384,24,67,328,187,2,2,0,0,0,0,0,1,0,2,0,0,2,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,1,3,0,2,4,1,1,0,0,2,3,1,1,1,1,2,0,1,1,2,1,1,1,7,3,8,0,1,2,6,65,679,280,51,16
Beta_1.6,u_385,13,71,319,193,4,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,2,2,4,1,1,2,0,1,0,0,1,1,2,1,1,3,4,1,1,0,1,3,0,5,2,3,2,2,4,1,4,16,70,731,304,60,4
Beta_1.6,u_386,28,66,282,185,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,2,1,2,0,0,3,0,0,1,0,4,6,1,1,0,2,2,1,2,3,1,5,3,3,1,4,5,7,3,1,2,16,56,761,249,43,11
Beta_1.6,u_387,23,78,284,194,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,6,2,3,0,1,0,0,0,0,2,0,0,0,1,5,0,0,2,2,1,4,7,3,1,4,3,5,1,4,4,14,71,741,288,42,11
Beta_1.6,u_388,26,72,291,206,6,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,3,2,1,2,3,3,1,0,1,0,1,3,1,2,2,0,0,0,0,1,3,3,0,0,3,5,1,4,3,4,17,64,743,252,48,10
Beta_1.6,u_389,28,75,289,179,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,2,0,3,0,0,0,1,4,5,1,2,1,2,0,1,1,1,0,3,2,4,2,2,4,1,1,1,1,5,3,5,3,1,0,5,3,10,65,760,248,59,19
Beta_1.6,u_390,18,79,314,201,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,2,0,0,5,4,5,0,1,0,1,1,2,4,1,2,6,1,2,2,1,2,3,0,1,2,2,1,4,1,6,2,6,3,6,12,64,749,268,40,6
Beta_1.6,u_391,20,74,303,205,2,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,3,2,2,2,1,0,0,2,0,3,4,2,1,1,4,1,0,2,3,3,5,7,1,7,4,1,3,1,6,0,3,11,62,716,226,42,7
Beta_1.6,u_392,20,72,313,190,7,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,4,0,0,0,4,0,4,0,4,5,0,0,1,0,2,4,2,2,0,0,3,3,0,6,4,2,0,4,6,0,1,3,6,9,12,70,705,226,65,3
Beta_1.6,u_393,20,69,316,197,4,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,1,2,1,2,0,1,0,1,0,1,0,0,2,2,5,2,0,0,1,0,0,2,1,0,0,4,2,3,6,2,1,1,1,1,3,6,2,3,0,1,5,1,7,21,57,714,235,56,21
Beta_1.6,u_394,25,64,323,187,4,1,1,0,0,0,1,0,1,1,1,0,1,1,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,4,1,2,2,2,0,2,0,0,4,4,1,1,0,1,2,1,0,1,2,0,2,5,4,3,7,2,1,2,11,66,687,271,56,13
Beta_1.6,u_395,13,72,337,205,5,0,1,2,3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,5,4,1,0,3,1,0,0,0,2,4,1,0,3,3,1,2,1,0,2,2,4,5,2,0,1,4,2,3,5,13,69,735,293,56,6
Beta_1.6,u_396,24,70,284,188,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,2,2,1,0,2,0,1,0,2,4,3,1,1,0,0,2,3,2,2,1,2,6,5,1,1,7,3,3,4,1,4,13,69,745,256,49,10
Beta_1.6,u_397,24,77,290,186,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,6,4,3,1,4,1,0,0,0,3,0,0,0,0,4,0,2,0,2,3,5,4,1,3,1,4,4,3,4,1,4,16,66,750,285,49,11
Beta_1.6,u_398,26,76,287,188,7,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,2,3,1,3,2,1,0,0,2,1,0,6,1,1,0,1,1,2,1,2,3,1,4,1,2,3,3,9,16,57,762,259,52,14
Beta_1.6,u_399,33,69,281,201,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,0,2,0,0,0,2,7,1,1,2,1,1,2,0,1,1,2,0,4,1,4,3,1,2,1,1,3,3,2,10,3,0,3,1,5,11,65,735,268,60,13
Beta_1.6,u_400,18,84,300,202,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,1,1,0,1,1,0,1,0,1,3,4,3,1,1,0,1,1,1,5,1,5,2,1,3,2,0,1,2,3,0,3,1,3,1,5,1,5,6,2,1,22,67,752,258,45,7
Beta_1.6,u_401,21,74,315,203,2,1,0,0,0,2,0,0,0,0,2,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,3,2,4,1,0,0,2,0,0,3,4,1,2,3,0,1,2,1,4,3,4,6,7,4,3,3,1,3,2,4,3,16,64,727,210,53,6
Beta_1.8,u_001,19,113,80,132,70,18,4,2,5,1,1,2,0,1,0,1,2,0,1,0,2,1,0,3,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,4,5,3,2,4,0,0,3,4,5,4,1,1,1,0,1,7,6,3,3,2,2,7,4,7,5,6,5,10,29,58,104,286,284,141,84,10
Beta_1.8,u_002,13,123,84,112,82,17,5,3,5,2,2,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,1,2,0,0,1,1,3,0,0,0,0,1,3,4,6,5,1,0,1,3,1,2,0,1,3,1,4,3,1,1,3,5,7,6,0,4,3,9,1,12,17,22,50,110,257,316,167,71,10
Beta_1.8,u_003,15,98,104,99,59,15,6,2,7,2,0,2,1,1,1,0,1,2,0,0,1,1,0,3,1,0,0,0,0,0,3,1,1,1,0,0,1,0,0,2,0,2,2,6,3,2,2,2,1,3,4,5,6,3,0,2,4,6,3,3,4,1,2,13,7,11,15,10,10,43,99,282,328,168,58,4
Beta_1.8,u_004,23,93,87,117,71,9,7,4,3,1,2,2,2,3,1,0,1,0,0,3,0,1,0,2,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,3,4,1,0,1,3,5,7,0,1,5,0,5,2,2,5,3,3,4,4,4,6,4,7,14,8,9,14,13,10,32,82,320,310,132,52,17
Beta_1.8,u_005,24,91,75,129,85,7,6,2,6,3,3,0,0,0,3,0,1,1,0,1,0,0,0,0,0,2,0,1,0,1,0,1,2,0,3,0,0,0,0,2,3,4,3,4,0,2,3,4,1,1,2,0,0,1,2,4,4,17,8,6,8,4,5,6,6,14,5,7,15,29,103,308,281,157,73,17
Beta_1.8,u_006,22,92,97,132,72,14,3,3,3,2,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,2,0,2,1,1,3,0,0,0,1,2,0,5,1,1,4,1,1,1,0,1,5,2,2,5,1,5,8,4,1,3,3,7,1,3,7,7,19,27,43,112,244,285,163,53,18
Beta_1.8,u_007,17,90,105,154,61,12,2,4,1,1,1,0,0,1,0,0,1,0,4,0,1,1,1,2,0,0,1,2,0,1,1,0,2,1,1,1,2,0,0,0,3,3,2,0,6,2,0,3,1,4,1,0,3,5,3,2,0,5,1,7,1,1,2,4,10,13,24,21,25,39,90,248,321,141,93,10
Beta_1.8,u_008,18,97,79,149,68,5,2,3,0,2,2,1,0,1,1,1,1,0,0,1,0,0,3,0,1,1,0,0,2,1,1,0,1,0,0,2,0,0,0,0,3,0,5,2,1,3,1,0,3,3,1,2,1,3,4,5,3,5,3,2,1,5,8,16,15,9,11,14,25,35,78,261,321,165,56,4
Beta_1.8,u_009,21,92,103,125,76,17,3,5,2,2,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,2,0,0,0,0,3,0,1,2,3,0,0,0,2,4,2,2,4,1,2,5,2,3,1,1,2,4,1,3,2,4,2,4,2,4,5,4,8,12,6,15,20,21,40,87,282,278,157,71,3
Beta_1.8,u_010,23,92,115,120,69,9,10,2,1,1,0,1,0,1,2,1,0,0,0,0,3,1,2,0,3,1,2,0,3,1,0,1,1,0,3,1,0,0,0,2,3,2,0,2,4,0,3,3,6,4,4,4,5,2,0,4,4,0,3,6,2,4,4,4,9,6,6,13,11,27,98,300,290,184,66,5
Beta_1.8,u_011,15,108,94,147,44,7,2,4,3,3,2,1,2,2,2,1,2,0,0,1,1,1,1,0,2,2,0,1,1,0,1,0,0,2,0,1,1,0,0,1,2,6,3,3,4,4,3,1,2,1,0,2,0,2,2,4,3,1,5,7,9,6,14,6,3,3,7,5,6,32,119,289,291,176,85,11
Beta_1.8,u_012,18,106,83,116,61,13,2,2,2,3,1,1,1,2,0,1,2,0,0,0,0,2,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,3,1,1,6,2,0,1,4,4,1,1,5,0,1,6,2,2,5,8,3,4,4,3,3,3,5,7,12,11,52,97,324,327,175,69,6
Beta_1.8,u_013,27,86,93,140,71,6,4,4,0,4,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,2,0,2,3,3,6,3,3,2,2,2,1,3,1,4,3,5,3,3,3,6,3,4,7,5,4,3,15,20,12,48,93,287,303,173,70,11
Beta_1.8,u_014,22,93,103,110,90,12,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,1,0,3,1,0,0,1,1,1,0,0,0,0,4,2,5,5,2,3,5,4,0,0,2,1,3,2,4,9,3,7,5,2,5,2,5,2,13,10,8,8,12,13,36,90,304,327,156,55,12
Beta_1.8,u_015,29,109,72,129,80,12,5,1,2,0,0,2,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,8,0,1,2,0,0,1,4,7,3,4,4,0,2,5,2,3,5,0,3,2,0,5,8,6,4,7,11,4,7,4,8,14,24,14,13,32,79,242,301,151,58,4
Beta_1.8,u_016,19,92,113,133,76,13,2,1,3,1,1,2,0,2,1,0,0,1,2,0,1,0,2,5,0,0,0,0,3,1,0,0,1,0,2,2,2,0,0,1,2,2,5,3,4,2,1,0,3,4,2,2,0,5,8,6,3,2,0,4,4,14,15,14,4,8,8,12,25,23,85,253,322,132,66,12
Beta_1.8,u_017,17,91,96,129,83,13,4,4,7,1,3,2,2,0,1,0,1,1,2,0,1,0,0,1,0,1,1,1,2,0,1,1,0,0,2,1,0,0,1,0,1,0,3,1,1,2,0,6,2,3,3,2,8,1,2,4,6,6,4,3,3,5,2,2,8,4,10,13,6,25,96,281,252,145,68,5
Beta_1.8,u_018,15,91,112,132,73,19,6,1,4,0,1,0,3,1,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,1,1,0,2,1,1,3,2,0,0,1,2,2,5,0,2,0,2,2,3,1,1,4,2,4,0,1,1,2,0,8,7,3,1,3,12,13,5,10,13,32,115,298,267,152,80,13
Beta_1.8,u_019,27,85,97,152,68,13,2,2,2,0,2,0,0,2,2,0,0,0,1,0,1,1,1,2,0,1,2,0,3,2,1,2,1,1,3,3,1,0,1,1,3,3,1,2,1,3,4,1,1,4,1,1,1,1,1,3,4,1,4,3,2,4,5,8,3,7,7,2,15,37,127,279,311,159,88,12
Beta_1.8,u_020,19,85,95,149,78,7,2,1,2,3,2,5,2,1,2,0,3,3,0,3,1,0,1,1,2,1,2,0,1,1,1,0,1,0,2,1,3,0,0,2,3,4,3,1,1,3,2,2,3,1,0,0,1,3,2,0,2,10,3,3,6,4,0,5,6,10,9,8,12,34,113,268,329,153,88,14
Beta_1.8,u_021,19,105,70,116,83,16,4,3,2,1,2,1,2,2,1,2,0,0,1,1,0,0,1,0,0,2,1,1,3,1,0,1,1,1,0,1,1,0,0,1,3,1,5,1,3,2,0,5,2,2,1,4,3,3,0,5,3,3,0,6,3,5,0,3,3,9,4,8,21,36,124,313,341,171,68,12
Beta_1.8,u_022,26,82,90,119,70,23,5,3,0,1,0,0,0,2,0,3,1,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,2,1,0,9,2,1,2,1,1,1,3,4,1,2,0,1,5,1,6,8,5,8,5,5,7,3,12,9,11,40,143,292,320,153,59,26
Beta_1.8,u_023,19,108,91,135,65,18,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,3,4,11,2,4,2,3,2,1,6,5,3,5,1,5,4,5,4,4,4,2,1,4,5,6,3,8,3,15,14,40,118,297,335,119,43,19
Beta_1.8,u_024,25,118,86,135,68,12,5,3,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,2,5,6,4,3,4,4,4,1,0,6,3,6,5,9,1,3,2,5,6,4,5,9,5,11,10,6,9,8,18,36,85,297,299,132,69,7
Beta_1.8,u_025,30,88,97,148,71,10,5,2,1,2,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,2,1,1,1,0,3,4,0,0,1,3,0,0,1,2,4,4,6,3,4,1,1,1,3,1,4,2,2,4,5,5,5,5,4,2,7,12,7,13,7,10,9,15,15,37,101,286,282,119,49,11
Beta_1.8,u_026,26,79,99,143,89,21,5,0,0,1,1,1,0,3,1,2,1,0,1,3,2,1,2,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,3,3,1,2,4,4,2,1,1,2,4,3,5,6,1,5,4,4,5,2,7,7,6,5,3,11,7,12,43,96,287,273,146,88,3
Beta_1.8,u_027,11,85,102,175,62,18,6,1,7,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,5,0,0,0,1,3,2,4,1,2,2,0,3,1,2,2,3,0,2,2,0,3,6,1,4,2,7,5,5,12,2,5,3,21,37,98,266,306,166,78,10
Beta_1.8,u_028,11,75,104,149,69,11,3,4,2,2,2,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,2,5,0,0,3,0,2,1,1,2,1,1,0,1,1,0,0,2,1,4,0,2,2,1,3,2,2,5,2,4,0,0,1,6,3,2,4,5,2,6,6,14,10,26,108,304,294,158,63,21
Beta_1.8,u_029,15,90,103,147,69,6,4,4,1,2,0,0,0,2,1,6,0,1,1,2,0,2,1,0,0,1,2,1,1,3,0,2,0,3,0,0,0,0,1,3,4,2,1,2,4,1,0,1,6,0,0,2,2,1,2,1,4,2,4,3,7,5,1,12,4,9,7,11,14,34,102,292,307,152,75,23
Beta_1.8,u_030,12,121,70,124,71,14,4,5,0,2,2,0,1,1,1,2,0,3,0,0,1,0,1,0,2,0,0,0,1,2,2,0,0,1,1,0,0,0,0,1,2,3,3,4,3,1,2,0,1,0,1,0,0,3,3,8,3,1,0,3,7,1,7,7,4,1,8,13,17,39,133,317,344,156,43,16
Beta_1.8,u_031,20,96,90,101,54,9,3,2,2,0,0,1,0,2,0,0,1,2,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,3,0,0,3,3,0,0,3,0,2,4,3,0,2,3,1,6,5,2,4,3,3,3,4,5,3,3,5,2,10,7,7,10,26,123,345,325,139,71,7
Beta_1.8,u_032,29,98,90,143,54,6,2,3,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,4,7,1,8,5,1,2,3,3,2,3,2,2,1,4,3,5,3,4,1,3,1,4,6,5,12,5,3,9,10,42,102,314,347,154,40,4
Beta_1.8,u_033,28,97,99,139,75,17,3,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,5,7,3,1,5,5,2,3,8,2,3,2,7,9,2,2,3,7,7,5,8,6,3,3,3,6,6,8,17,33,100,299,317,135,59,9
Beta_1.8,u_034,22,95,92,145,93,22,3,3,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,3,4,1,0,0,0,0,5,4,2,1,2,2,1,3,3,4,1,1,2,4,3,2,6,8,9,8,6,5,6,5,9,13,9,8,24,37,97,250,300,133,71,8
Beta_1.8,u_035,15,102,93,150,83,18,5,0,0,0,1,0,0,2,1,0,1,1,0,1,0,1,1,3,2,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,2,2,5,0,0,0,4,0,3,6,0,0,2,1,3,2,2,2,6,7,5,5,4,5,3,5,5,10,12,45,92,226,327,153,77,7
Beta_1.8,u_036,11,83,114,148,80,10,3,1,0,1,2,2,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2,0,1,1,1,2,0,0,1,3,1,2,1,1,0,5,1,2,5,2,3,5,0,0,0,3,3,0,3,8,8,2,1,0,3,8,7,14,32,99,256,305,147,77,37
Beta_1.8,u_037,19,80,108,159,69,6,9,3,0,3,0,0,1,1,0,0,1,0,1,0,1,0,0,1,2,0,0,1,1,0,3,2,2,3,3,2,1,0,0,0,0,2,6,1,0,0,0,2,2,0,0,5,1,2,1,3,2,3,2,3,0,6,4,4,10,1,3,16,11,40,103,328,289,177,83,8
Beta_1.8,u_038,22,78,98,156,70,9,4,1,3,0,2,1,1,1,1,4,0,1,2,1,0,2,2,2,3,1,0,1,1,0,1,2,0,0,2,2,0,0,0,3,2,5,1,0,2,3,0,0,0,1,1,1,6,1,1,1,2,5,4,5,5,5,5,9,4,4,7,5,20,38,134,315,295,146,78,6
