Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47
Beta_1.8,u_202,8,79,70,70,119,52,27,6,3,4,2,1,2,3,2,1,0,3,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,2,1,0,2,0,0,0,0,3,2,1,0,1,3,1,1,1,0,1,4,1,5,4,3,4,4,2,5,4,5,4,3,1,4,2,1,9,6,11,15,7,8,9,11,23,49,104,189,211,166,91,44,1
Beta_1.8,u_203,9,56,82,69,123,53,23,10,3,4,2,1,1,3,4,2,1,1,0,1,0,0,2,1,3,1,0,0,1,0,0,3,1,1,1,0,1,0,1,0,1,2,1,3,1,0,0,0,0,2,2,1,2,1,5,1,0,1,2,2,2,0,0,2,5,2,2,0,1,3,5,1,6,2,5,7,10,9,6,6,8,11,10,22,16,33,41,95,164,239,148,81,46,13
Beta_1.8,u_204,12,64,60,75,89,62,28,9,5,3,2,1,0,0,2,0,4,1,0,1,0,1,2,5,0,0,0,1,1,0,0,4,0,2,1,0,1,1,1,0,0,1,0,3,3,0,0,0,0,3,3,5,1,0,2,0,1,1,1,0,0,3,1,1,2,0,4,3,4,5,1,4,5,4,9,8,4,9,15,8,5,10,15,17,19,36,59,100,208,221,128,116,40,0
Beta_1.8,u_205,9,69,66,83,119,53,9,4,6,2,1,0,1,2,2,0,4,0,2,2,0,2,0,1,1,0,1,0,2,1,0,0,1,1,2,1,0,3,1,0,0,0,0,0,3,0,0,0,1,1,1,1,2,2,7,5,3,8,0,3,4,1,0,2,1,2,2,4,2,2,1,2,2,2,3,3,3,3,7,9,16,11,11,13,18,33,64,111,182,234,136,90,45,7
Beta_1.8,u_206,14,66,84,79,89,48,10,6,5,3,1,1,4,0,1,0,0,1,0,1,2,1,0,2,1,1,1,1,0,0,0,0,0,0,1,3,1,1,1,2,1,0,0,0,2,0,0,0,0,1,4,2,3,5,0,1,0,1,1,2,0,1,2,1,4,2,5,7,5,6,4,5,4,3,7,8,5,3,6,7,8,8,8,15,25,31,49,85,230,248,150,72,54,4
Beta_1.8,u_207,12,87,53,88,86,47,6,10,7,3,3,2,1,0,1,0,0,1,1,2,1,1,0,2,1,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,2,3,0,1,2,0,2,1,2,1,3,4,1,1,5,5,2,1,3,3,6,5,5,1,5,7,13,14,24,10,21,33,32,60,115,235,191,145,46,31,0
Beta_1.8,u_208,12,70,72,77,98,49,18,14,3,3,6,3,3,0,2,1,0,0,2,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0,1,0,0,1,2,7,2,2,5,3,4,1,2,4,0,0,1,0,3,5,1,3,3,6,4,3,4,2,4,6,5,8,15,7,12,5,4,5,13,10,27,64,120,207,241,147,81,46,7
Beta_1.8,u_209,10,75,76,63,112,50,20,10,9,2,1,5,1,0,2,0,0,0,1,0,0,4,2,1,1,3,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,5,3,0,1,3,1,5,2,1,1,4,6,3,4,3,1,6,6,2,5,5,3,5,8,0,2,2,6,1,11,3,8,12,5,7,12,28,50,116,194,211,170,105,30,2
Beta_1.8,u_210,8,66,83,83,98,48,12,10,4,7,1,3,3,0,0,0,3,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,2,1,1,5,3,1,3,1,2,4,2,1,0,1,1,6,3,3,3,4,3,3,4,2,4,8,6,3,5,2,5,12,8,10,22,28,24,47,84,228,229,131,66,39,10
Beta_1.8,u_211,13,59,79,74,102,70,18,12,1,4,1,0,2,2,2,0,1,1,1,0,1,1,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,2,4,1,1,3,3,1,4,2,0,3,0,3,1,3,3,6,5,3,5,7,3,5,1,0,1,2,12,15,11,18,10,15,19,20,45,94,188,255,136,86,35,4
Beta_1.8,u_212,10,62,91,73,78,58,24,10,6,2,3,0,4,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,1,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,5,0,0,2,2,1,3,1,4,3,0,1,1,2,1,6,1,4,1,2,3,4,6,7,5,9,6,10,5,6,8,7,13,10,11,13,32,61,100,187,234,129,84,73,6
Beta_1.8,u_213,18,78,78,72,98,31,17,9,7,2,1,0,3,1,2,0,0,2,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,2,0,0,1,1,1,0,0,1,0,2,0,0,1,0,1,1,2,2,3,2,0,1,2,1,1,4,2,0,2,2,1,1,1,4,5,1,2,2,3,3,2,5,4,4,6,11,11,6,15,17,20,32,58,95,206,210,163,110,43,7
Beta_1.8,u_214,14,62,81,106,109,43,7,6,4,0,2,1,2,3,1,1,0,3,1,0,1,0,2,1,0,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,2,1,3,2,3,9,4,3,3,1,0,1,0,0,1,2,0,1,3,1,4,1,2,1,3,5,7,3,3,4,5,10,11,9,14,11,19,34,43,93,221,241,145,69,57,10
Beta_1.8,u_215,14,59,77,78,124,62,8,5,2,2,4,0,2,0,1,2,1,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,2,0,1,0,0,0,1,1,2,1,1,1,3,4,4,5,1,1,2,3,2,6,5,3,3,6,3,3,8,5,0,1,1,8,7,5,5,6,9,8,8,12,20,32,51,78,218,226,142,92,44,1
Beta_1.8,u_216,17,68,72,88,101,51,16,4,3,5,1,1,2,1,1,4,0,0,1,0,1,0,0,2,1,0,0,0,1,2,0,1,2,0,0,2,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,1,0,2,2,1,1,1,0,2,1,2,0,4,4,3,1,2,3,5,4,5,0,8,7,7,10,11,7,5,8,16,21,34,58,85,181,232,179,92,56,2
Beta_1.8,u_217,14,72,56,77,93,48,15,7,5,2,5,1,1,2,0,1,1,2,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,1,0,0,0,4,0,2,3,1,0,1,2,1,3,1,1,1,1,3,4,0,2,2,2,2,5,0,2,3,5,2,5,5,5,5,7,9,13,10,9,30,50,80,201,247,181,77,56,4
Beta_1.8,u_218,16,54,76,74,106,64,9,5,5,0,1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2,1,0,0,0,1,1,0,1,2,1,0,0,0,1,1,0,2,0,0,0,1,2,3,3,2,1,3,6,2,0,2,3,4,6,3,3,1,5,1,3,3,3,1,1,4,4,2,4,7,3,4,4,3,11,7,4,13,16,47,73,209,244,155,97,41,18
Beta_1.8,u_219,15,73,65,91,95,36,16,10,6,3,3,0,1,2,1,0,1,0,1,2,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,1,2,1,1,0,0,0,3,3,2,3,1,4,2,1,0,1,2,4,0,2,4,2,3,2,5,6,9,5,1,7,3,4,2,6,10,6,2,4,4,7,10,8,12,24,33,123,251,245,121,88,36,16
Beta_1.8,u_220,13,65,77,73,140,31,25,6,4,2,5,3,1,0,1,0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,3,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,3,1,6,4,0,2,1,1,5,5,2,0,1,2,2,2,4,0,2,4,1,3,6,8,2,3,2,2,6,8,7,12,8,11,20,11,15,18,66,119,238,225,112,78,25,14
Beta_1.8,u_221,11,73,68,88,110,35,19,8,2,0,7,0,0,3,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,0,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,2,3,1,0,0,2,1,2,0,1,4,2,1,5,0,3,4,1,5,0,3,4,7,2,8,9,9,7,5,5,9,9,6,11,18,25,35,93,213,242,120,97,50,10
