Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47
Beta_1.0,u_068,41,138,79,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,4,2,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,3,3,0,1,1,0,0,2,0,0,2,3,0,1,1,1,28,314,254,50
Beta_1.0,u_069,45,154,74,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,2,1,1,0,0,1,1,1,2,0,0,1,3,1,2,1,1,3,24,320,281,39
Beta_1.0,u_070,46,140,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,1,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,2,3,0,1,1,1,2,2,2,1,1,1,0,3,2,39,275,305,46
Beta_1.0,u_071,42,188,81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,4,0,1,0,2,0,2,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,7,4,0,0,1,6,40,235,373,24
Beta_1.0,u_072,27,206,84,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,2,2,0,1,1,0,2,5,0,1,0,3,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,2,1,0,1,0,0,5,34,240,374,35
Beta_1.0,u_073,27,183,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,4,1,1,2,1,1,0,1,1,0,1,6,1,1,1,1,3,1,0,1,0,1,1,5,2,0,0,2,3,17,285,317,50
Beta_1.0,u_074,34,156,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,4,2,2,1,1,4,3,2,0,2,1,1,2,6,0,1,5,3,1,1,3,32,272,296,60
Beta_1.0,u_075,45,130,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,1,2,0,1,2,0,2,3,3,3,2,0,3,2,1,2,0,11,32,255,288,38
Beta_1.0,u_076,36,145,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,2,1,0,0,1,1,0,1,0,1,0,4,3,10,29,245,281,57
Beta_1.0,u_077,40,133,114,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,5,0,1,0,0,0,0,1,2,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,2,2,21,257,317,62
Beta_1.0,u_078,39,144,78,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,0,2,0,1,5,26,277,345,65
Beta_1.0,u_079,31,179,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,6,0,1,2,2,0,1,3,3,19,323,334,17
Beta_1.0,u_080,30,181,85,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,1,0,0,3,0,1,0,2,3,1,0,4,24,338,298,8
Beta_1.0,u_081,27,154,94,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,9,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,1,2,3,0,0,0,1,2,0,1,1,1,1,2,26,335,243,52
Beta_1.0,u_082,36,147,77,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,0,0,0,0,2,3,1,0,2,0,0,4,2,0,1,0,0,0,1,0,1,2,4,0,3,32,313,272,36
Beta_1.0,u_083,38,151,70,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,2,0,0,0,2,0,1,1,1,4,2,0,0,1,4,1,1,1,4,27,300,305,24
Beta_1.0,u_084,41,155,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,5,0,2,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,5,3,2,0,2,0,2,1,2,5,43,273,321,59
Beta_1.0,u_085,34,204,82,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,0,0,0,4,1,0,3,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4,9,47,242,352,33
Beta_1.0,u_086,24,202,99,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,2,1,1,1,2,0,1,0,0,3,4,1,1,0,3,0,0,1,1,0,0,0,1,1,2,0,0,1,0,2,0,1,0,0,1,3,37,266,335,62
Beta_1.0,u_087,24,186,116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,5,1,1,0,2,1,1,0,1,0,0,4,4,2,1,0,4,0,1,1,1,3,0,2,3,1,0,7,35,277,305,67
Beta_1.0,u_088,36,156,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,5,4,2,1,2,1,3,1,1,1,0,4,7,0,2,4,0,3,32,281,305,40
Beta_1.0,u_089,35,139,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,1,1,0,0,1,1,0,2,1,0,3,1,4,3,1,2,2,1,1,2,41,253,304,36
Beta_1.0,u_090,45,139,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,1,0,3,8,25,259,300,59
Beta_1.0,u_091,38,133,103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,4,25,260,331,55
Beta_1.0,u_092,40,159,84,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,2,0,0,2,0,0,2,2,24,287,371,24
Beta_1.0,u_093,24,189,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,0,4,1,2,0,1,2,1,3,20,314,318,16
Beta_1.0,u_094,28,181,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,3,1,0,0,1,0,0,0,1,2,0,0,2,2,1,1,0,0,3,7,27,344,283,27
Beta_1.0,u_095,28,162,93,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,4,4,1,1,0,0,2,0,0,2,0,4,0,2,1,0,1,1,0,0,3,38,328,252,58
Beta_1.0,u_096,36,171,76,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,1,0,0,3,0,2,3,0,0,1,1,1,2,3,3,28,316,281,43
Beta_1.0,u_097,40,157,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,1,2,0,0,2,4,2,1,10,23,307,294,34
Beta_1.0,u_098,38,189,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,3,0,2,2,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,2,0,0,2,1,3,0,3,43,258,347,41
Beta_1.0,u_099,29,209,101,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,2,0,0,0,5,0,0,1,1,3,0,1,0,1,0,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5,42,247,369,49
Beta_1.0,u_100,23,198,105,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,2,1,2,1,1,1,0,0,1,3,2,0,0,2,1,3,0,2,0,0,0,0,2,2,1,1,0,0,2,1,0,1,0,7,32,269,357,46
Beta_1.0,u_101,42,175,115,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,1,1,1,2,0,0,1,2,6,0,1,2,1,6,1,1,0,2,1,2,3,2,31,294,333,28
Beta_1.0,u_102,40,151,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,5,0,1,3,1,1,2,1,3,1,0,2,1,6,2,0,5,7,33,273,313,32
Beta_1.0,u_103,30,149,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,1,1,0,0,1,0,1,1,1,1,0,3,1,0,3,3,1,1,3,6,34,271,322,43
Beta_1.0,u_104,35,141,124,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,0,1,0,1,1,7,24,264,331,28
Beta_1.0,u_105,43,150,104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,3,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,3,2,2,0,33,270,339,55
Beta_1.0,u_106,36,167,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,1,0,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,2,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,5,22,301,363,18
Beta_1.0,u_107,32,193,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,1,2,2,1,0,1,3,1,3,21,338,298,36
Beta_1.0,u_108,22,187,92,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,3,1,0,0,0,0,2,1,1,1,0,1,1,0,1,1,2,6,24,346,265,42
Beta_1.0,u_109,24,175,84,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,1,1,1,0,0,1,1,0,2,7,4,2,0,1,0,0,0,4,35,339,263,29
Beta_1.0,u_110,34,172,73,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,2,1,1,0,0,3,0,0,1,2,0,2,1,1,3,9,29,322,281,31
Beta_1.0,u_111,39,180,85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,1,0,2,1,1,2,1,2,3,24,311,297,41
Beta_1.0,u_112,42,177,88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,3,0,4,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,1,1,1,0,1,1,32,270,361,37
Beta_1.0,u_113,37,200,100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,1,1,3,0,0,1,4,0,0,0,2,0,0,3,1,0,1,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,8,37,255,386,20
Beta_1.0,u_114,38,184,109,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,3,0,1,1,2,1,1,0,0,1,4,0,0,0,3,0,0,1,3,0,0,0,2,2,2,1,0,3,1,0,0,4,2,29,285,346,31
Beta_1.0,u_115,31,169,121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,2,0,2,2,2,2,1,0,0,2,4,0,0,4,3,0,0,4,1,0,1,3,6,32,299,355,21
Beta_1.0,u_116,30,161,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,2,4,0,1,2,0,2,4,1,2,1,2,2,2,0,2,5,0,0,8,34,287,315,25
Beta_1.0,u_117,33,150,114,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,2,1,0,0,2,0,0,1,2,0,0,0,3,1,2,0,1,4,1,2,8,27,274,324,23
Beta_1.0,u_118,38,141,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,1,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,2,0,0,1,1,2,5,23,277,325,24
Beta_1.0,u_119,38,156,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,3,3,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,1,1,1,2,4,1,3,25,276,338,54
Beta_1.0,u_120,28,201,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,3,2,0,0,0,1,0,1,2,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,1,0,1,1,0,2,0,2,5,17,332,333,29
Beta_1.0,u_121,29,203,74,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,1,0,1,1,0,1,1,0,1,3,0,2,1,2,2,3,17,344,299,30
Beta_1.0,u_122,20,184,95,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,3,2,1,1,1,0,0,4,1,0,2,0,2,2,2,32,352,273,22
Beta_1.0,u_123,30,167,88,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,0,1,1,1,0,0,2,1,2,2,1,5,3,0,0,0,3,36,339,258,35
Beta_1.0,u_124,37,192,76,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,3,0,0,0,0,1,2,2,1,2,0,0,2,0,6,24,324,290,39
Beta_1.0,u_125,50,165,83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,2,0,0,1,1,0,5,0,0,2,5,28,303,336,33
Beta_1.0,u_126,46,181,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,1,1,0,7,38,255,389,16
Beta_1.0,u_127,33,206,95,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,4,1,1,3,0,0,0,3,1,0,0,1,2,0,0,3,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,2,35,258,387,25
Beta_1.0,u_128,29,190,110,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,2,2,1,0,1,3,1,0,0,0,4,1,0,0,0,3,0,0,1,3,1,0,1,1,0,2,1,1,0,4,3,4,31,287,381,18
Beta_1.0,u_129,27,175,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,2,2,0,1,3,2,0,0,0,6,3,0,0,3,0,1,0,3,0,1,6,31,313,344,14
Beta_1.0,u_130,31,158,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,2,2,0,1,4,2,2,0,2,3,1,2,2,3,0,1,35,298,317,24
Beta_1.0,u_131,44,152,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0,2,0,0,2,0,2,1,0,0,2,1,0,3,0,0,7,1,5,28,277,308,43
Beta_1.0,u_132,31,158,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,1,0,1,1,1,2,1,4,26,291,307,39
Beta_1.0,u_133,30,177,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1,3,1,0,2,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,3,1,2,4,19,286,338,54
Beta_1.0,u_134,31,208,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,2,1,2,0,0,0,1,1,0,0,2,0,1,2,4,24,326,353,25
