Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40
Beta_1.2,u_198,31,184,188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,3,1,0,3,1,3,2,5,2,2,0,0,0,0,0,1,0,0,0,2,2,0,3,1,0,0,1,4,4,2,1,2,3,3,7,63,550,212,11
Beta_1.2,u_199,40,161,194,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,3,0,1,0,1,0,0,0,0,2,1,2,3,1,1,3,3,4,1,2,0,2,1,0,4,1,1,0,1,3,6,2,0,10,68,505,231,14
Beta_1.2,u_200,31,138,233,1,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,4,2,0,3,3,1,0,0,1,0,1,1,0,0,2,3,3,1,0,2,2,4,3,3,2,1,7,2,3,1,0,1,1,3,8,64,509,220,20
Beta_1.2,u_201,34,127,239,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,1,3,1,2,0,0,1,2,1,1,0,0,1,2,5,2,0,0,1,5,1,3,3,0,0,3,1,2,1,0,1,2,2,2,6,1,13,71,472,224,19
Beta_1.2,u_202,42,131,236,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,2,0,1,2,0,2,1,2,2,0,0,1,1,0,0,1,1,3,3,1,0,0,0,2,3,4,3,1,0,0,5,1,5,2,1,3,3,8,71,462,248,30
Beta_1.2,u_203,42,130,232,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,3,2,1,0,0,2,0,1,0,0,3,0,0,3,1,2,0,0,2,1,1,2,0,1,4,3,2,2,0,0,2,2,6,2,1,8,49,470,310,17
Beta_1.2,u_204,34,127,228,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,4,1,0,5,0,0,0,0,1,0,1,1,0,2,1,2,0,0,3,0,0,2,2,0,3,0,0,2,0,3,1,2,4,3,8,54,498,293,13
Beta_1.2,u_205,31,146,214,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,3,6,1,1,0,0,0,0,0,0,0,5,2,0,0,1,0,1,2,0,0,2,0,2,2,0,0,2,4,0,1,5,2,2,7,62,525,250,30
Beta_1.2,u_206,36,137,197,2,0,1,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,3,3,1,0,0,1,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,5,5,0,1,2,1,3,5,1,3,1,3,0,13,57,541,261,10
Beta_1.2,u_207,37,141,185,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,4,3,1,0,0,2,0,1,2,0,0,0,0,1,0,0,3,1,2,0,1,2,0,1,1,3,1,0,0,2,7,6,1,4,10,60,552,205,18
Beta_1.2,u_208,43,152,179,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,4,1,2,0,0,0,1,1,1,0,1,0,2,0,1,2,0,2,0,1,0,1,1,0,1,4,2,2,3,2,0,3,3,8,55,576,216,18
Beta_1.2,u_209,45,160,175,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,2,8,7,0,0,0,1,0,1,0,2,1,2,0,0,0,1,2,2,2,0,0,0,0,3,0,0,2,0,3,0,2,3,3,0,12,57,570,191,15
Beta_1.2,u_210,32,183,182,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,4,0,1,3,3,0,8,1,4,0,0,0,0,0,1,0,0,0,1,1,2,3,0,1,0,1,2,3,3,1,2,2,4,2,8,63,527,218,14
Beta_1.2,u_211,35,170,196,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,1,3,1,2,1,0,1,0,0,0,0,2,3,1,2,2,0,5,3,4,1,1,1,1,1,1,1,1,2,1,2,1,6,2,2,2,15,66,509,227,20
Beta_1.2,u_212,34,153,209,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,3,3,1,5,1,0,0,1,0,1,0,0,1,1,1,2,2,1,3,2,3,1,4,3,2,6,2,6,2,0,1,1,1,1,15,68,494,201,21
Beta_1.2,u_213,39,125,238,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,2,1,1,2,0,0,2,1,1,0,2,1,0,5,1,1,1,0,4,2,3,3,0,0,2,1,1,2,1,0,3,2,3,3,1,8,6,66,465,244,22
Beta_1.2,u_214,38,129,238,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,1,0,2,3,0,3,0,2,0,0,2,0,0,1,4,0,2,2,2,1,0,1,2,4,2,0,2,0,4,0,6,1,2,3,1,2,9,60,466,239,30
Beta_1.2,u_215,39,131,227,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,2,2,1,0,1,1,0,0,1,3,0,0,3,0,1,2,0,0,2,2,1,0,3,5,0,2,2,1,2,1,2,7,2,0,1,9,56,457,293,16
Beta_1.2,u_216,37,138,224,1,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,4,1,2,2,0,0,0,0,1,0,1,1,2,1,0,0,1,4,0,0,1,3,0,1,1,1,2,0,2,1,2,6,0,5,7,53,498,277,16
Beta_1.2,u_217,31,131,230,4,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,1,5,4,1,0,0,0,0,0,0,0,2,2,0,0,1,0,1,2,0,0,1,1,2,1,1,0,1,4,2,1,3,0,4,2,9,57,525,257,20
Beta_1.2,u_218,37,137,191,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,2,4,0,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1,2,2,1,2,3,3,3,2,2,0,9,67,533,245,14
Beta_1.2,u_219,36,151,188,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,3,0,0,1,0,1,2,0,0,0,0,0,1,0,3,1,2,0,1,0,2,1,2,2,0,1,1,1,2,4,2,3,2,13,52,571,208,20
Beta_1.2,u_220,46,145,178,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,5,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,4,0,0,1,1,0,1,0,3,4,1,1,3,2,2,3,1,0,49,587,205,16
Beta_1.2,u_221,43,150,164,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,9,6,0,0,1,0,0,0,3,0,3,0,1,0,0,2,1,3,1,0,0,0,2,1,0,1,0,4,0,0,5,0,2,4,9,51,554,195,16
Beta_1.2,u_222,34,185,178,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,3,3,2,3,1,3,5,3,2,0,0,0,0,1,0,0,0,1,1,0,3,2,0,1,0,3,1,1,3,1,2,4,3,3,11,64,540,198,23
Beta_1.2,u_223,34,169,188,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,2,1,3,0,0,0,0,0,0,2,2,2,3,2,0,4,4,1,4,0,1,0,1,2,2,0,1,0,3,3,5,1,1,2,6,11,77,498,248,21
Beta_1.2,u_224,33,141,223,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,2,1,5,0,0,0,0,1,0,0,1,0,3,0,1,0,2,4,5,1,3,1,2,5,7,3,3,2,0,0,2,0,0,13,56,504,214,25
Beta_1.2,u_225,33,137,234,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,1,2,0,2,0,1,0,0,0,2,6,0,0,0,1,2,1,1,7,0,0,2,0,3,0,0,1,4,2,3,2,2,1,10,11,62,486,241,20
Beta_1.2,u_226,38,129,244,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,2,1,1,3,1,1,2,0,0,0,1,1,2,1,0,1,2,0,0,2,1,2,5,0,0,0,0,4,1,3,2,1,3,3,2,0,5,61,462,259,22
Beta_1.2,u_227,37,129,229,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,2,1,0,2,0,0,0,4,1,0,3,0,0,2,0,1,2,1,1,1,2,3,1,1,2,0,0,2,2,4,4,0,0,3,10,57,459,265,21
Beta_1.2,u_228,33,138,227,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,2,0,1,0,0,4,1,3,1,0,0,0,1,0,1,0,3,1,0,0,0,3,2,0,2,3,0,1,1,0,0,4,0,1,1,5,1,3,1,5,53,497,285,21
Beta_1.2,u_229,31,140,218,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,5,3,1,0,0,0,0,0,0,2,2,0,0,0,1,0,3,0,1,0,1,1,2,0,1,1,3,2,1,4,1,1,2,2,7,70,517,262,15
Beta_1.2,u_230,39,129,199,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,4,0,0,1,3,2,0,0,1,0,0,1,0,0,0,0,0,2,1,2,1,0,1,2,1,4,1,1,3,3,4,1,1,20,58,534,242,17
Beta_1.2,u_231,30,142,193,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,0,1,0,1,0,2,0,0,0,0,1,0,3,2,1,0,1,0,0,0,4,2,1,0,0,1,4,5,1,0,4,2,8,54,575,216,22
Beta_1.2,u_232,46,138,176,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,5,2,0,0,2,0,1,1,0,0,0,2,0,1,0,2,1,0,2,0,0,1,1,3,3,0,2,2,1,3,3,3,0,4,57,580,198,18
Beta_1.2,u_233,47,156,176,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,7,5,0,1,0,0,0,1,1,4,0,0,0,1,3,1,1,2,1,0,0,1,1,1,0,0,3,0,1,2,0,3,2,6,5,66,554,205,15
Beta_1.2,u_234,40,182,174,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,1,3,2,3,2,1,8,1,2,2,0,0,0,1,0,0,0,1,1,0,3,0,1,1,1,4,1,1,2,0,2,0,5,3,1,14,71,536,217,19
Beta_1.2,u_235,31,167,195,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,1,1,3,3,0,2,1,7,0,4,1,0,0,1,3,0,1,1,1,2,3,2,4,0,0,3,5,14,71,512,239,21
Beta_1.2,u_236,36,143,226,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,2,5,0,0,0,0,1,0,0,1,0,1,1,1,0,2,2,5,1,5,0,1,2,7,2,6,1,2,1,1,1,0,0,9,63,489,225,14
Beta_1.2,u_237,34,129,238,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,1,2,2,1,1,1,0,0,1,4,2,0,0,0,0,3,3,2,2,2,2,0,3,0,0,0,1,3,5,2,1,1,7,1,13,63,485,217,20
Beta_1.2,u_238,40,120,234,3,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,3,1,3,0,2,0,0,0,0,2,4,0,2,2,0,0,0,1,4,3,2,0,0,0,2,1,4,3,0,3,1,3,2,1,13,74,451,251,20
Beta_1.2,u_239,34,134,226,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,3,0,2,0,0,0,4,1,0,4,0,0,2,0,0,2,2,1,0,2,3,1,2,3,0,0,0,2,4,4,0,1,1,3,15,61,460,294,19
Beta_1.2,u_240,35,136,225,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,1,3,3,1,0,0,0,1,0,1,0,2,2,0,0,0,3,3,0,2,3,1,0,2,0,0,3,0,2,1,4,0,3,3,0,7,54,477,284,18
Beta_1.2,u_241,32,132,232,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,5,1,0,1,0,0,0,0,2,1,0,0,0,1,0,2,0,2,0,1,1,1,0,2,0,4,3,0,2,4,0,2,0,5,6,63,527,249,18
Beta_1.2,u_242,38,139,200,3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,2,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,5,0,2,1,3,3,2,3,6,13,57,540,246,22
Beta_1.2,u_243,32,146,187,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,4,3,0,1,1,0,2,0,0,0,0,1,0,4,2,0,0,1,1,0,1,1,2,3,0,0,0,3,3,2,1,1,4,3,6,61,556,240,24
Beta_1.2,u_244,42,136,186,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,1,0,1,0,0,0,1,1,1,0,2,0,0,2,0,1,1,0,4,4,0,0,1,3,2,3,5,1,0,12,60,566,211,17
Beta_1.2,u_245,49,152,171,5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,8,4,0,1,0,0,1,0,4,0,1,0,0,1,3,0,1,1,1,1,0,1,2,0,0,2,0,0,3,0,1,1,8,1,9,56,561,190,24
Beta_1.2,u_246,39,180,167,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,1,3,5,2,0,3,5,2,1,0,1,1,0,0,0,0,2,0,0,3,0,0,0,1,3,3,0,1,2,0,1,4,3,0,6,8,74,553,202,18
Beta_1.2,u_247,30,178,197,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,2,2,0,0,0,0,1,1,3,3,0,1,1,7,0,3,0,1,0,0,2,0,2,0,1,3,2,2,4,0,2,0,4,2,12,73,512,240,25
Beta_1.2,u_248,35,150,215,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,6,2,0,0,0,1,0,0,0,0,0,1,0,1,2,1,5,2,4,1,2,0,7,1,4,3,1,1,2,2,0,0,2,5,62,494,218,14
Beta_1.2,u_249,33,145,232,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,2,2,0,0,1,0,0,4,2,0,1,0,0,1,2,4,2,0,4,0,2,2,0,0,1,2,4,2,3,1,1,6,5,10,66,482,224,21
Beta_1.2,u_250,38,123,244,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,1,3,2,1,1,1,0,0,0,0,4,1,2,0,2,0,0,1,1,4,2,1,0,0,2,1,2,4,1,2,0,2,4,1,2,9,70,458,255,19
Beta_1.2,u_251,38,126,226,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,3,0,2,0,0,3,3,0,1,2,1,1,1,0,2,0,2,1,2,1,2,1,1,2,1,0,2,3,3,2,0,2,3,3,5,65,447,258,34
Beta_1.2,u_252,33,136,229,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,3,3,0,0,0,1,0,1,0,2,0,1,1,0,3,3,0,0,5,1,0,2,1,0,3,0,1,2,3,1,1,1,2,1,8,60,464,311,20
Beta_1.2,u_253,33,142,213,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,4,1,1,0,0,0,0,2,1,0,0,0,1,0,1,1,1,0,3,0,1,0,0,1,5,3,1,1,4,0,3,1,1,3,11,64,521,280,24
Beta_1.2,u_254,36,143,208,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,2,0,1,6,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,2,0,2,1,3,1,2,1,4,0,6,7,11,56,529,244,23
Beta_1.2,u_255,39,135,189,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,6,2,0,2,0,2,0,0,0,0,0,1,4,2,0,0,1,0,0,1,0,1,0,4,0,1,3,2,3,0,2,3,2,4,7,52,549,242,12
Beta_1.2,u_256,41,145,185,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,1,0,1,1,0,0,1,1,0,1,2,0,0,1,0,1,0,2,4,2,0,1,1,2,1,2,5,2,2,0,8,61,569,212,14
Beta_1.2,u_257,48,149,169,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,7,4,1,0,0,1,0,1,1,1,0,1,1,2,0,2,1,0,0,1,1,2,0,1,2,0,1,1,0,1,1,5,5,0,9,57,566,193,23
Beta_1.2,u_258,38,175,169,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,1,1,3,5,1,0,6,0,2,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,2,3,2,1,1,1,0,2,4,1,3,3,5,66,542,203,19
Beta_1.2,u_259,31,183,182,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,2,2,0,0,0,1,0,4,2,1,0,1,5,4,2,0,1,0,0,1,1,0,1,1,3,1,4,1,1,1,1,3,2,3,8,67,515,217,17
Beta_1.2,u_260,37,148,205,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,7,1,0,0,1,0,0,0,0,0,1,0,0,1,1,8,1,3,1,1,2,6,3,3,2,2,2,2,3,0,1,1,2,9,63,499,226,11
Beta_1.2,u_261,33,143,237,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,1,0,0,1,4,0,0,1,0,0,4,2,1,0,0,1,0,1,2,3,4,0,3,1,2,1,0,1,0,6,2,2,1,2,6,2,4,6,66,490,213,22
Beta_1.2,u_262,39,125,236,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,3,3,0,2,0,0,0,0,3,1,1,0,1,2,0,1,3,2,2,0,1,1,1,2,1,1,2,4,0,1,4,1,1,2,15,61,457,261,17
Beta_1.2,u_263,40,115,232,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,3,2,0,0,1,4,1,1,2,0,1,2,0,1,1,1,0,5,1,1,0,1,1,2,0,3,3,3,1,0,1,2,7,1,7,53,462,246,38
Beta_1.2,u_264,37,142,231,3,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,1,1,5,1,0,0,1,0,1,0,2,0,0,1,1,3,2,2,0,4,0,0,2,1,0,2,2,1,1,5,2,1,0,2,1,5,10,58,474,301,12
Beta_1.2,u_265,33,135,225,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,2,0,2,0,0,0,6,1,3,0,5,0,1,3,0,3,1,8,69,500,260,21
Beta_1.2,u_266,34,135,198,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,2,1,4,2,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,2,1,1,2,2,1,1,2,2,8,6,12,62,538,237,27
Beta_1.2,u_267,36,135,194,3,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,6,1,1,1,2,0,0,0,0,0,1,4,2,0,0,1,0,1,1,0,1,0,1,0,3,2,4,2,0,1,3,2,2,3,11,60,535,251,13
Beta_1.2,u_268,39,138,175,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,1,0,0,1,1,0,1,1,0,0,2,1,0,1,0,0,0,3,3,3,0,0,1,2,2,1,2,2,3,2,4,7,59,563,219,19
Beta_1.2,u_269,46,137,173,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,5,4,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,2,0,1,2,1,1,1,0,0,1,4,4,2,3,10,67,556,204,27
Beta_1.2,u_270,39,174,164,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,1,1,4,4,0,1,5,1,0,2,1,0,1,0,0,2,0,1,1,0,0,0,0,2,2,1,2,1,1,0,1,4,1,2,3,2,12,60,552,208,24
Beta_1.2,u_271,31,181,177,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,2,0,0,1,0,4,2,1,0,1,2,5,1,3,0,1,0,1,0,0,1,0,4,1,2,4,0,0,1,3,3,1,4,6,70,512,229,12
Beta_1.2,u_272,37,147,217,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,2,3,6,0,0,0,1,0,0,0,0,0,1,0,1,0,4,4,4,0,1,1,5,4,2,3,1,1,3,2,2,1,0,4,3,13,64,498,208,15
Beta_1.2,u_273,33,140,213,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,1,0,1,5,0,0,1,0,4,2,1,0,0,0,0,2,1,2,3,1,3,0,6,0,0,2,0,5,3,2,0,1,2,9,5,0,4,69,479,230,17
Beta_1.2,u_274,43,119,242,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,2,1,3,1,1,0,0,0,4,0,0,2,0,2,1,2,4,2,0,1,0,0,2,2,3,1,1,3,1,2,2,1,1,2,6,12,57,462,256,13
Beta_1.2,u_275,41,125,226,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,2,1,0,0,5,0,1,2,0,1,1,0,2,1,1,0,4,1,3,0,0,0,3,1,2,4,4,1,0,0,2,5,2,3,10,55,458,254,36
Beta_1.2,u_276,39,123,233,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,1,2,5,1,0,0,1,1,0,2,0,0,0,0,4,3,1,0,4,0,0,1,1,2,0,2,3,0,5,2,0,1,0,2,3,4,10,55,483,296,12
