Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40
Beta_1.6,u_366,23,67,144,332,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,2,1,2,0,0,0,1,2,0,0,1,1,2,2,4,1,2,0,5,1,2,4,2,1,2,7,1,4,7,4,3,4,18,98,780,192,44,4
Beta_1.6,u_367,16,80,151,336,2,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,2,5,3,1,0,3,0,0,0,0,0,1,1,1,1,2,0,0,2,2,1,0,1,2,4,3,6,2,3,3,3,2,7,14,91,787,186,31,7
Beta_1.6,u_368,21,76,141,325,8,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,2,1,4,1,1,4,1,3,2,1,2,1,1,2,0,2,1,1,0,0,1,2,1,2,2,2,1,2,0,6,4,1,3,16,97,790,203,51,6
Beta_1.6,u_369,28,66,127,351,7,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,3,0,0,2,0,5,1,2,4,3,0,1,1,0,0,1,2,0,4,4,1,4,1,2,2,2,4,1,2,1,4,2,1,3,4,1,19,88,803,164,38,10
Beta_1.6,u_370,16,75,158,341,5,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,1,1,1,1,0,0,0,2,4,4,0,1,0,1,1,1,2,3,2,0,1,2,4,4,4,0,2,2,0,1,0,2,2,3,6,3,3,5,4,9,21,92,767,182,38,5
Beta_1.6,u_371,14,72,164,357,6,1,0,2,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,4,2,0,0,3,0,2,0,3,0,3,0,0,2,1,0,1,2,4,1,4,5,4,3,1,4,4,5,3,5,3,0,3,21,92,767,149,44,9
Beta_1.6,u_372,17,76,169,338,5,1,0,1,2,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,3,0,0,0,0,1,3,0,2,2,3,2,0,0,1,0,0,0,5,2,0,3,2,2,2,2,2,4,2,2,1,3,3,3,3,8,13,17,102,724,153,41,6
Beta_1.6,u_373,19,67,162,340,8,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,0,2,1,0,0,0,1,0,0,2,2,4,1,3,0,0,1,2,0,1,0,1,0,1,3,0,6,3,1,1,1,2,1,0,1,5,3,4,1,3,2,14,20,94,741,159,39,16
Beta_1.6,u_374,21,63,183,322,6,1,0,0,0,0,1,0,1,0,1,0,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,1,1,2,1,3,5,1,0,2,0,0,3,2,1,1,3,1,1,1,1,1,2,2,1,2,6,3,5,0,2,3,13,99,729,213,34,17
Beta_1.6,u_375,9,71,176,333,11,1,2,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,2,2,3,1,1,1,2,2,0,1,2,0,0,1,4,0,3,2,5,1,0,1,2,1,4,1,3,2,3,1,3,3,6,19,99,773,237,32,3
Beta_1.6,u_376,25,66,146,344,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,1,2,3,0,1,0,1,1,1,0,0,3,2,3,1,1,1,2,4,0,2,4,4,0,2,3,3,3,4,8,3,0,8,14,88,791,172,46,5
Beta_1.6,u_377,16,80,148,319,5,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,3,5,1,1,1,0,0,0,0,0,2,1,0,1,1,1,1,2,1,1,1,0,6,3,4,3,4,5,1,2,4,6,18,104,786,199,27,11
Beta_1.6,u_378,22,76,141,350,10,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,1,4,1,2,4,2,3,0,1,2,1,0,1,3,1,0,1,0,0,1,0,3,3,1,1,1,2,4,4,1,3,4,26,83,793,197,49,8
Beta_1.6,u_379,28,65,138,334,3,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,3,0,0,0,1,4,2,5,1,2,2,0,0,1,1,1,0,2,4,2,3,3,1,1,1,3,1,3,5,1,3,2,1,2,3,2,23,91,806,180,38,12
Beta_1.6,u_380,13,78,156,345,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,0,1,0,1,0,2,0,0,0,2,5,3,1,0,1,1,0,1,4,1,0,4,2,4,2,2,2,3,1,1,1,1,1,2,1,2,6,6,1,3,5,9,21,95,784,177,31,5
Beta_1.6,u_381,17,69,174,361,4,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,4,2,0,2,1,2,0,0,0,5,1,2,3,0,1,1,3,0,0,4,3,6,5,3,2,7,3,3,3,4,3,2,3,18,100,753,147,41,10
Beta_1.6,u_382,16,75,161,348,8,1,0,0,3,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3,1,0,0,0,2,2,0,3,2,6,0,1,0,0,1,0,3,3,2,1,1,1,1,6,1,5,0,3,1,4,2,3,1,4,8,8,18,121,733,151,52,3
Beta_1.6,u_383,17,70,175,344,5,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,0,2,0,1,0,0,1,0,0,2,2,4,2,1,0,0,1,0,1,1,1,0,0,3,2,3,5,2,0,2,1,1,1,4,3,4,2,0,3,0,7,7,17,100,736,164,42,14
Beta_1.6,u_384,20,66,176,340,6,1,1,0,0,0,0,1,0,1,1,0,1,1,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,1,4,1,2,0,0,1,1,4,0,1,1,1,2,0,1,1,1,2,0,2,6,2,4,6,1,0,3,10,85,737,204,48,12
Beta_1.6,u_385,10,68,176,339,7,0,1,3,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,2,2,3,2,1,0,2,0,1,0,1,0,1,2,1,1,3,4,1,1,0,1,2,1,2,5,2,2,2,2,3,2,5,22,102,772,242,41,4
Beta_1.6,u_386,23,69,141,324,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,2,1,0,0,2,1,2,0,0,2,1,0,1,0,2,3,5,1,1,0,2,2,1,2,3,1,4,3,4,0,3,6,6,4,1,2,4,19,99,792,176,37,10
Beta_1.6,u_387,16,79,152,327,6,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4,5,3,2,1,1,0,0,0,0,1,1,0,0,0,1,5,0,0,2,2,0,5,5,5,1,1,5,6,0,1,5,4,22,99,800,201,34,10
Beta_1.6,u_388,23,70,151,351,5,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,2,3,0,3,3,1,2,1,1,0,1,1,2,1,2,2,0,0,0,0,1,3,3,0,0,2,4,2,1,4,3,7,25,85,800,172,42,7
Beta_1.6,u_389,26,67,147,331,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,2,0,3,0,0,0,0,4,6,0,3,1,2,0,0,1,2,0,0,3,3,4,1,2,4,1,1,0,2,5,2,3,5,2,0,2,4,5,13,90,813,173,59,10
Beta_1.6,u_390,13,80,156,355,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,0,2,0,0,3,5,6,0,0,1,0,1,1,4,2,1,5,3,1,2,2,1,2,2,1,1,1,3,1,4,1,4,3,4,5,1,10,18,94,789,195,33,6
Beta_1.6,u_391,17,66,158,360,3,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,3,2,1,3,1,0,0,0,2,2,4,1,2,1,1,4,1,0,2,3,3,4,6,3,5,5,1,4,0,4,3,1,3,19,100,753,148,39,4
Beta_1.6,u_392,16,69,159,350,8,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,1,4,0,0,0,2,2,0,4,3,6,0,0,1,0,0,3,4,3,0,0,0,3,3,0,4,5,2,1,3,6,1,0,3,4,5,8,18,107,749,144,61,1
Beta_1.6,u_393,17,65,169,348,5,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,2,3,0,0,1,0,1,0,1,0,0,1,3,2,5,0,0,1,0,0,0,2,1,0,3,1,2,4,5,2,0,2,0,1,4,6,2,3,0,0,1,6,1,13,20,100,741,167,52,17
Beta_1.6,u_394,19,66,184,327,7,0,2,0,0,0,0,1,0,1,1,1,0,1,2,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,4,1,2,1,1,2,1,1,0,0,7,1,2,0,0,1,2,1,0,0,2,1,1,6,2,3,5,5,1,1,2,15,95,728,206,48,12
Beta_1.6,u_395,12,64,192,352,11,1,1,2,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,2,4,4,2,0,1,3,0,0,0,0,4,2,1,3,0,3,1,2,0,1,2,2,4,3,3,1,1,2,4,1,2,7,16,111,769,222,47,5
Beta_1.6,u_396,19,67,146,328,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,2,1,2,0,2,0,1,0,0,4,2,3,2,0,0,0,3,2,2,2,1,2,2,7,3,1,4,4,4,3,2,4,2,24,90,790,188,39,10
Beta_1.6,u_397,19,75,150,329,5,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,6,3,4,1,2,3,0,0,0,2,1,0,0,0,0,4,1,1,0,2,3,5,3,2,2,2,3,3,2,5,2,3,4,24,99,790,216,37,9
Beta_1.6,u_398,21,77,155,322,9,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,2,2,2,2,3,2,0,1,0,1,2,0,0,6,1,1,0,1,0,3,1,1,3,1,3,2,3,1,3,6,9,18,84,825,172,45,12
Beta_1.6,u_399,27,66,142,346,5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,8,1,2,2,1,1,2,0,1,0,1,2,1,3,1,4,3,1,2,1,0,2,5,2,4,8,1,0,3,2,5,15,93,801,177,56,9
Beta_1.6,u_400,15,78,158,349,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1,1,0,1,1,0,1,0,0,3,4,4,1,1,0,1,0,2,3,2,4,2,2,1,3,2,0,1,2,3,0,3,1,2,1,4,2,2,8,3,2,5,21,98,795,187,39,6
Beta_1.6,u_401,15,73,163,358,6,1,0,0,0,0,2,0,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,3,2,3,2,0,0,0,2,0,0,6,1,2,1,3,0,2,1,1,4,3,3,7,6,4,3,3,2,1,3,2,3,4,22,99,756,150,45,3
Beta_1.8,u_001,16,105,76,117,92,23,7,2,2,3,1,1,2,1,0,0,1,2,0,1,0,2,1,0,3,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,4,4,4,1,4,1,0,1,6,3,5,2,0,2,0,0,1,7,6,3,1,4,1,8,0,7,6,6,5,10,16,30,66,132,292,265,110,82,6
Beta_1.8,u_002,10,113,86,94,93,32,8,2,3,5,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,1,1,1,0,1,1,0,3,0,0,0,0,1,2,5,2,7,3,0,1,2,2,1,1,0,2,2,1,5,2,1,1,3,5,6,7,0,3,3,8,2,7,13,15,30,58,135,294,270,138,66,7
Beta_1.8,u_003,13,98,90,85,83,19,8,1,5,5,0,0,2,1,1,1,0,2,1,0,0,1,0,1,3,1,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,2,0,2,2,2,6,2,3,0,2,3,2,4,5,5,3,0,3,3,5,4,3,3,2,0,9,11,9,13,8,10,14,58,127,302,297,134,55,3
Beta_1.8,u_004,16,86,87,115,79,16,6,5,3,1,2,2,2,2,2,1,1,0,0,0,3,0,1,0,2,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,3,2,3,0,1,0,7,3,5,1,2,3,1,4,2,4,3,3,3,4,4,4,6,3,4,15,5,11,8,13,16,12,33,119,340,273,112,44,16
Beta_1.8,u_005,21,83,77,112,103,15,4,3,6,4,1,2,0,0,0,3,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,2,0,0,0,0,2,2,5,2,4,1,1,4,2,3,1,1,1,0,1,1,2,3,4,17,7,5,7,7,5,5,5,4,13,5,11,22,39,143,323,223,147,66,15
Beta_1.8,u_006,17,88,91,111,103,16,4,3,5,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,2,1,0,2,2,1,2,0,0,0,1,2,0,3,3,1,2,3,1,0,1,0,3,3,3,2,4,1,5,8,4,1,3,3,4,4,3,6,5,9,21,33,46,132,271,265,124,52,14
Beta_1.8,u_007,16,83,101,132,87,19,3,4,1,0,1,1,0,1,0,0,0,1,0,4,0,1,1,1,2,0,0,1,1,1,1,0,1,0,2,2,0,1,2,0,0,0,1,5,2,0,6,1,1,2,2,1,3,1,2,2,7,0,2,0,4,2,5,3,1,1,3,6,15,19,21,16,27,46,124,276,271,121,85,10
Beta_1.8,u_008,14,89,77,133,91,12,2,3,0,2,0,2,1,1,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0,2,1,1,0,1,0,0,0,2,0,0,0,0,3,0,5,2,1,3,0,1,3,1,3,2,0,1,4,3,5,3,5,3,2,1,4,6,11,14,16,6,16,12,29,40,113,281,287,135,51,2
Beta_1.8,u_009,17,84,101,113,92,22,7,6,2,1,1,2,1,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,2,0,2,4,0,0,0,0,2,4,2,1,4,2,1,5,1,3,3,1,0,3,4,1,2,2,4,2,3,2,4,3,6,6,12,8,6,19,19,22,47,130,289,234,150,56,3
Beta_1.8,u_010,18,84,105,120,84,16,9,2,2,1,1,1,0,1,0,2,1,0,0,0,0,3,1,1,1,2,1,3,0,1,2,1,0,2,0,0,3,1,0,0,0,2,3,2,0,2,2,2,1,2,6,5,2,6,2,6,1,0,4,4,0,3,5,2,4,5,3,7,7,4,13,9,15,38,140,309,246,167,56,5
Beta_1.8,u_011,13,96,89,140,69,7,3,1,4,4,2,1,1,3,2,1,1,2,0,0,1,1,1,1,0,2,2,0,1,0,1,0,1,0,0,2,0,1,1,0,0,1,2,4,5,1,3,6,2,3,1,1,1,1,1,0,2,2,4,3,1,4,7,7,7,12,7,5,4,6,3,3,14,46,147,312,257,153,72,8
Beta_1.8,u_012,16,101,78,102,83,16,3,0,3,3,1,1,1,3,0,0,1,2,0,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,2,6,0,0,4,4,1,1,4,2,0,3,4,2,2,5,8,2,4,5,1,5,2,5,3,11,10,25,54,140,346,276,146,65,5
Beta_1.8,u_013,24,79,93,119,93,15,2,4,2,1,3,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,2,0,1,3,2,6,4,3,2,1,3,1,1,3,1,5,2,5,3,3,3,5,3,3,7,5,5,2,9,20,14,19,55,116,311,278,140,64,8
Beta_1.8,u_014,18,85,105,99,102,20,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,1,1,3,0,0,0,1,1,1,0,0,0,0,3,2,5,4,4,2,4,5,1,0,2,1,2,1,4,3,8,3,7,5,2,3,3,4,2,11,10,7,11,5,14,14,46,133,310,294,128,54,9
Beta_1.8,u_015,25,100,74,114,95,22,5,2,0,2,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,2,0,0,1,0,0,1,0,0,2,6,0,1,2,0,0,0,5,6,3,1,6,2,2,0,6,3,3,3,2,1,2,2,3,8,6,2,7,10,6,5,6,5,12,14,26,7,18,38,113,252,279,122,52,3
Beta_1.8,u_016,17,84,105,115,108,15,3,1,3,1,2,1,1,1,1,1,0,0,1,2,0,1,0,1,4,2,0,0,0,1,3,0,0,0,1,0,2,2,2,0,0,1,2,1,3,4,6,0,3,0,3,1,3,3,1,1,5,8,5,3,2,0,2,5,9,17,11,11,2,8,12,13,23,31,123,272,279,113,61,9
Beta_1.8,u_017,14,90,79,124,101,20,4,3,7,3,1,2,4,0,0,1,1,0,1,2,0,1,0,0,1,0,1,0,1,2,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,4,0,3,0,3,5,0,4,2,4,6,1,2,4,6,6,3,4,2,4,3,2,5,7,8,12,7,8,38,138,292,201,133,60,5
Beta_1.8,u_018,12,91,98,129,82,27,9,1,3,1,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,1,0,1,1,1,1,1,1,5,0,0,0,0,2,1,7,0,0,2,1,2,1,3,1,2,5,0,4,0,1,1,2,0,7,6,4,2,3,7,12,9,8,8,15,46,154,303,234,126,78,10
Beta_1.8,u_019,24,82,79,142,93,19,4,3,1,1,1,1,0,2,1,1,0,0,0,1,0,1,1,1,0,2,1,0,2,3,2,1,2,0,2,0,5,1,1,0,0,2,3,3,0,3,1,0,6,1,1,2,4,0,1,1,1,1,4,3,1,4,3,2,4,4,6,4,6,7,3,9,13,60,153,299,265,145,81,5
Beta_1.8,u_020,15,78,89,146,93,10,4,1,1,2,2,4,4,2,0,2,0,5,1,0,2,2,0,1,1,0,3,2,0,0,1,1,1,0,1,0,2,1,3,0,0,2,3,3,3,2,1,2,3,1,2,2,1,0,0,2,3,1,0,2,10,3,3,4,5,1,2,7,5,9,10,8,13,50,139,302,285,123,84,12
Beta_1.8,u_021,13,102,73,98,95,22,8,2,5,0,1,2,2,1,2,1,2,0,0,1,1,0,0,1,0,0,1,2,1,2,1,1,1,1,0,1,0,1,1,0,0,1,3,1,3,3,3,2,0,0,5,4,1,1,3,4,2,0,5,3,3,0,5,4,3,2,1,2,9,4,7,9,25,57,147,339,301,145,59,8
Beta_1.8,u_022,20,85,74,108,91,29,7,3,1,0,1,0,0,1,1,1,2,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,2,1,0,6,4,1,3,1,0,2,2,1,5,1,1,0,1,5,1,5,8,4,6,7,6,5,6,4,11,9,20,64,168,298,286,128,53,24
Beta_1.8,u_023,15,105,81,117,90,24,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,2,5,8,5,1,4,3,3,0,2,6,5,2,5,1,5,4,5,4,4,3,3,1,2,5,6,5,6,3,9,12,24,50,159,299,301,95,36,17
Beta_1.8,u_024,25,100,87,127,86,17,7,0,3,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,2,3,6,4,5,2,5,4,1,1,3,3,4,6,7,6,1,4,1,5,6,3,6,5,7,9,10,8,6,12,8,19,47,129,314,252,103,66,6
Beta_1.8,u_025,22,84,99,129,92,15,6,2,2,2,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,1,0,0,3,4,0,0,1,3,0,0,1,2,3,2,8,4,3,1,1,2,1,3,2,3,2,1,4,5,5,5,4,3,2,6,14,5,13,6,10,11,9,13,22,42,128,312,236,101,44,10
Beta_1.8,u_026,23,71,92,125,111,32,7,1,0,1,0,1,1,1,3,0,2,1,0,1,3,2,1,2,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,4,0,2,5,3,2,1,1,2,2,4,4,3,6,1,5,2,6,5,1,4,10,4,6,4,9,5,10,21,46,133,283,249,136,74,1
Beta_1.8,u_027,7,77,96,153,92,25,7,3,4,4,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,5,0,0,0,0,2,4,4,0,3,2,0,2,2,2,1,1,3,0,3,1,0,3,6,0,5,2,6,4,5,9,7,3,5,7,24,49,119,292,268,147,72,4
Beta_1.8,u_028,8,71,89,141,89,18,5,4,1,4,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,4,2,0,1,2,2,1,0,1,2,1,1,0,1,1,0,0,2,1,1,3,2,1,2,0,3,4,2,3,3,3,0,0,1,5,3,2,5,2,4,4,7,7,14,12,32,151,318,255,137,53,21
Beta_1.8,u_029,11,83,95,129,99,13,3,4,1,3,0,0,0,1,1,3,4,0,1,1,2,0,2,1,0,0,1,0,3,0,4,0,2,0,2,1,0,0,0,0,0,4,4,2,0,3,3,2,0,0,5,2,0,0,2,2,1,2,1,4,1,5,3,7,3,3,11,3,9,5,10,7,21,41,138,318,268,120,69,22
Beta_1.8,u_030,12,116,67,99,96,17,9,4,1,2,1,1,0,2,1,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,1,3,1,0,0,1,1,0,0,0,0,1,2,3,0,6,2,2,1,2,0,1,0,1,0,0,3,4,7,3,1,0,3,4,4,6,6,5,2,5,6,15,23,54,159,352,289,130,39,14
Beta_1.8,u_031,18,89,87,89,75,11,3,3,1,1,0,1,0,2,0,0,0,1,2,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,2,0,0,2,4,0,0,3,0,0,5,3,1,0,3,2,4,5,3,2,4,3,3,3,3,4,4,4,3,3,6,8,8,5,10,49,160,361,281,112,65,6
Beta_1.8,u_032,25,93,83,140,64,15,2,2,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,4,7,0,8,6,1,1,4,3,2,0,4,2,2,0,4,6,2,3,4,1,3,1,3,5,4,11,6,3,6,8,19,47,137,357,288,123,36,4
Beta_1.8,u_033,26,91,99,112,101,23,4,3,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,5,7,3,0,5,5,2,1,6,7,0,4,3,8,6,2,2,3,7,7,3,7,6,4,3,3,5,6,6,16,11,54,122,337,260,115,54,5
Beta_1.8,u_034,16,96,85,118,120,31,5,3,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,1,0,4,3,1,0,0,0,0,4,5,1,1,2,2,1,4,1,2,4,1,1,5,1,3,2,6,7,8,8,7,6,2,7,3,16,9,8,16,26,47,113,309,234,119,54,7
Beta_1.8,u_035,15,83,101,124,110,24,9,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,1,0,4,2,1,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,2,2,3,2,0,0,2,2,1,5,3,0,0,2,1,3,3,1,2,6,6,6,3,5,3,6,2,6,3,12,14,65,106,262,287,126,70,6
Beta_1.8,u_036,8,81,106,122,114,14,3,1,1,1,0,4,1,1,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,2,0,0,1,3,1,2,1,0,1,2,3,2,1,6,3,1,5,0,0,0,3,2,1,3,6,10,1,1,1,1,6,6,10,14,47,117,293,265,122,72,32
Beta_1.8,u_037,16,75,94,148,95,12,8,3,2,1,2,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,1,0,1,0,1,3,1,2,3,3,1,3,0,0,0,0,0,2,3,3,1,0,0,1,3,0,0,1,4,1,2,2,2,2,3,2,3,0,3,4,6,11,1,2,6,15,17,52,132,350,248,154,76,6
Beta_1.8,u_038,21,65,90,147,94,14,5,2,3,0,1,1,1,1,2,1,3,0,1,2,1,0,2,2,2,3,1,0,1,0,1,1,1,1,0,1,2,1,0,0,0,2,1,6,2,0,1,2,2,0,0,0,2,0,3,4,1,1,1,2,5,3,5,4,4,5,10,6,3,6,5,8,22,55,182,304,264,123,73,3
Beta_1.8,u_039,13,87,92,147,74,18,4,1,3,1,3,3,3,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,4,0,0,1,0,0,0,3,3,7,2,1,3,2,5,1,2,0,3,3,2,0,1,4,3,5,2,1,5,3,3,1,4,8,8,5,3,10,34,59,157,349,260,138,36,10
Beta_1.8,u_040,28,98,62,125,70,10,9,5,2,1,0,0,0,2,0,1,1,0,0,0,0,1,1,3,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,2,3,2,1,3,2,2,2,0,1,5,1,2,5,2,1,3,3,5,6,1,1,1,6,4,6,6,2,6,7,9,21,56,140,346,301,143,71,7
Beta_1.8,u_041,16,87,87,127,93,18,4,5,0,2,3,0,1,2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,2,5,5,2,7,5,1,2,0,2,1,1,2,4,4,4,3,3,6,3,3,5,3,6,2,4,7,5,16,19,14,40,122,333,347,117,63,1
Beta_1.8,u_042,11,99,82,124,111,27,5,5,4,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,1,5,3,2,2,0,8,5,1,2,6,4,4,1,4,4,8,4,6,2,0,7,4,2,2,4,5,9,10,12,9,16,34,133,308,305,140,65,5
Beta_1.8,u_043,20,100,83,107,97,27,9,1,2,3,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,3,1,0,3,3,0,0,3,1,5,2,3,2,1,1,4,1,4,4,1,2,0,2,5,7,11,2,2,5,3,6,5,8,6,4,12,8,18,12,40,102,281,305,106,70,12
